id,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
3382,0,0,Cost-Sensitive Classification,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_180,231,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3383,0,0,"A Step Towards Modeling and Destabilizing Human Trafficking Networks Using Machine Learning Methods",0,Shreya Amin,2010,inproceedings,0,0,0,http://www.aaai.org/ocs/index.php/SSS/SSS10/paper/view/1155,0,"Artificial Intelligence for Development, Papers from the 2010 {AAAI} Spring Symposium, Technical Report SS-10-01, Stanford, California, USA, March 22-24, 2010",DBLP:conf/aaaiss/2010-1
3384,0,0,Covariance Matrix,0,Xinhua Zhang,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_183,235--238,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3385,0,0,Evaluation of a data warehouse in an academic health sciences center,0,"Jane R. Schubart and Jonathan S. Einbinder",1999,inproceedings,0,0,0,http://knowledge.amia.org/amia-55142-a1999a-1.591078/t-001-1.593353/f-001-1.593354/a-123-1.593598/a-124-1.593595,0,"{AMIA} 1999, American Medical Informatics Association Annual Symposium, Washington, DC, USA, November 6-10, 1999",DBLP:conf/amia/1999
3386,0,0,Improved {AP} association management using machine learning,0,"Tingting Sun and Wade Trappe and Yanyong Zhang",2010,article,Mobile Computing and Communications Review,4,14,http://doi.acm.org/10.1145/1942268.1942271,4--6,0,
3387,0,0,"A review of: ""\emph{National Transfer Format, Release 1.0, January, 1987.}"" By The Working Party to Produce National Standards for the Transfer of National Digital Map Data. (Southampton: The {NTF} Secretariat, Ordnance Survey, 1987. [Pp. 191: appendices and looseleaf annex.]",0,Harold Moellering,1988,article,International Journal of Geographical Information Science,3,2,http://dx.doi.org/10.1080/02693798808927904,289--292,0,
3388,0,0,Markov Chain,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_510,639,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3389,0,0,Querying and Visualizing Gridded Datasets for e-Science,0,"Bill Howe and David Maier",2005,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICDE.2005.117,1106--1107,"Proceedings of the 21st International Conference on Data Engineering, {ICDE} 2005, 5-8 April 2005, Tokyo, Japan",DBLP:conf/icde/2005
3390,0,0,BigWig and BigBed: enabling browsing of large distributed datasets,0,"W. James Kent and Ann S. Zweig and Galt P. Barber and Angie S. Hinrichs and Donna Karolchik",2010,article,Bioinformatics,17,26,http://dx.doi.org/10.1093/bioinformatics/btq351,2204--2207,0,
3391,0,0,"Proceeding Seventh Australasian Database Conference, {ADC} '96, Melbourne, Australia, January 29-30, 1996",Australian Computer Science Communications,0,1996,proceedings,0,2,18,0,0,0,
3392,Omnipress,0,"Proceedings of the 28th International Conference on Machine Learning, {ICML} 2011, Bellevue, Washington, USA, June 28 - July 2, 2011",0,0,2011,proceedings,0,0,0,0,0,0,
3393,Omnipress,0,"Proceedings of the 27th International Conference on Machine Learning (ICML-10), June 21-24, 2010, Haifa, Israel",0,0,2010,proceedings,0,0,0,0,0,0,
3394,0,0,D-oids: {A} Model for Dynamic Data-Types,0,"Egidio Astesiano and Elena Zucca",1995,article,Mathematical Structures in Computer Science,2,5,http://dx.doi.org/10.1017/S0960129500000736,257--282,0,
3395,0,0,Preface to Part {III} Adaptive Big Data Analytics,0,Mika Sato{-}Ilic,2012,inproceedings,0,0,0,http://dx.doi.org/10.1016/j.procs.2012.09.057,211,"Proceedings of the Complex Adaptive Systems 2012 Conference, Washington, DC, USA, November 14-16, 2012",DBLP:conf/complexsystems/2012
3396,0,0,"Parallel rough set based knowledge acquisition using MapReduce from big data",0,"Junbo Zhang and Tianrui Li and Yi Pan",2012,inproceedings,0,0,0,http://doi.acm.org/10.1145/2351316.2351320,20--27,"Proceedings of the 1st International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2012, Beijing, China, August 12, 2012",DBLP:conf/kdd/2012bigmine
3397,0,0,"Towards Programming Languages for Machine Learning and Data Mining (Extended Abstract)",0,"Luc De Raedt and Siegfried Nijssen",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-21916-0_3,25--32,"Foundations of Intelligent Systems - 19th International Symposium, {ISMIS} 2011, Warsaw, Poland, June 28-30, 2011. Proceedings",DBLP:conf/ismis/2011
3398,0,0,BigSur: {A} System For the Management of Earth Science Data,0,"Paul Brown and Michael Stonebraker",1995,inproceedings,0,0,0,http://www.vldb.org/conf/1995/P720.PDF,720--728,"VLDB'95, Proceedings of 21th International Conference on Very Large Data Bases, September 11-15, 1995, Zurich, Switzerland.",DBLP:conf/vldb/95
3399,0,0,A three-dimensional display for big data sets,0,"Cheng{-}Long Ma and Xufeng Shang and Yubo Yuan",2012,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICMLC.2012.6359594,1541--1545,"International Conference on Machine Learning and Cybernetics, {ICMLC} 2012, Xian, Shaanxi, China, July 15-17, 2012, Proceedings",DBLP:conf/icmlc/2012
3400,0,0,The Design of a Multipurpose File of Thermodynamic Data,0,Randolph C. Wilhoit,1980,article,Journal of Chemical Information and Computer Sciences,3,20,http://dx.doi.org/10.1021/ci60023a004,138--143,0,
3401,0,0,Machine Learning Methods for High Level Cyber Situation Awareness,0,"Thomas G. Dietterich and Xinlong Bao and Victoria Keiser and Jianqiang Shen",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-1-4419-0140-8_11,227--247,Cyber Situational Awareness - Issues and Research,DBLP:series/ais/46
3402,0,0,Feed following: the big data challenge in social applications,0,"Adam Silberstein and Ashwin Machanavajjhala and Raghu Ramakrishnan",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/1996413.1996414,1--6,"Proceedings of the First {ACM} {SIGMOD} Workshop on Databases and Social Networks, DBSocial 2011, Athens, Greece, June 12, 2011",DBLP:conf/dbsocial/2011
3403,0,0,Using Machine-Learning Techniques for Plant Communities Classification,0,"Ahmad A. M. Al{-}Modayan and Mohammed Abdel Razek",2010,inproceedings,0,0,0,0,146--149,"Proceedings of the 2010 International Conference on Information {\&} Knowledge Engineering, {IKE} 2010, July 12-15, 2010, Las Vegas Nevada, {USA}",DBLP:conf/ike/2010
3404,Springer,3-540-27967-9,"Data Integration in the Life Sciences, Second InternationalWorkshop, {DILS} 2005, San Diego, CA, USA, July 20-22, 2005, Proceedings",Lecture Notes in Computer Science,0,2005,proceedings,0,0,3615,0,0,0,
3405,Springer,3-540-21300-7,"Data Integration in the Life Sciences, First International Workshop, {DILS} 2004, Leipzig, Germany, March 25-26, 2004, Proceedings",Lecture Notes in Computer Science,0,2004,proceedings,0,0,2994,0,0,0,
3406,0,0,Ecg Data Compression Using Fast Walsh Transform and its Clinical Acceptability,0,"P. K. Kulkarni and Vinod Kumar and H. K. Verma",1997,article,Int. J. Systems Science,8,28,http://dx.doi.org/10.1080/00207729708929443,831--836,0,
3407,0,0,Test data for anomaly detection in the electricity infrastructure,0,"John Bigham and David Gamez and Xuan Jin and Chris I. Phillips",2006,article,IJCIS,4,2,http://dx.doi.org/10.1504/IJCIS.2006.011347,396--411,0,
3408,0,0,"Data Interpolation: An Efficient Sampling Alternative for Big Data Aggregation",0,"Hadassa Daltrophe and Shlomi Dolev and Zvi Lotker",2012,article,CoRR,0,abs/1210.3171,http://arxiv.org/abs/1210.3171,0,0,
3409,0,0,"An Investigation of Missing Data Methods for Classification Trees Applied to Binary Response Data",0,"Yufeng Ding and Jeffrey S. Simonoff",2010,article,Journal of Machine Learning Research,0,11,http://doi.acm.org/10.1145/1756006.1756012,131--170,0,
3410,0,0,"Opportunistically supported ubiquitous localization: Machine learning enhancements",0,Michela Papandrea,2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/WOWMOM.2010.5534969,1--2,"11th {IEEE} International Symposium on a World of Wireless, Mobile and Multimedia Networks, {WOWMOM} 2010, Montreal, QC, Canada, 14-17 June, 2010",DBLP:conf/wowmom/2010
3411,0,0,"Ontology-Based Partitioning of Data Steam for Web Mining: {A} Case Study of Web Logs",0,Jason J. Jung,2004,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-24685-5_31,247--254,"Computational Science - {ICCS} 2004, 4th International Conference, Krak{\'{o}}w, Poland, June 6-9, 2004, Proceedings, Part {I}",DBLP:conf/iccS/2004-1
3412,0,0,Data Mining for Supply Chain Management Complex Networks,0,"Mahesh S. Raisinghani and Manoj K. Singh",2005,incollection,0,0,0,http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14323,708--713,Encyclopedia of Information Science and Technology {(5} Volumes),DBLP:books/idea/Ency05
3413,Springer,3-540-40535-6,"Advances in Spatial and Temporal Databases, 8th International Symposium, {SSTD} 2003, Santorini Island, Greece, July 24-27, 2003, Proceedings",Lecture Notes in Computer Science,0,2003,proceedings,0,0,2750,0,0,0,
3414,0,0,"Large Margin Hierarchical Classification with Mutually Exclusive Class Membership",0,"Huixin Wang and Xiaotong Shen and Wei Pan",2011,article,Journal of Machine Learning Research,0,12,http://dl.acm.org/citation.cfm?id=2078192,2721--2748,0,
3415,0,0,"On the analysis and design of software for reinforcement learning, with a survey of existing systems",0,"Tim Kovacs and Robert Egginton",2011,article,Machine Learning,01-Feb,84,http://dx.doi.org/10.1007/s10994-011-5237-8,7--49,0,
3416,0,0,Identifying Students' Inquiry Planning Using Machine Learning,0,"Orlando Montalvo and Ryan Shaun Joazeiro de Baker and Michael A. Sao Pedro and Adam Nakama and Janice D. Gobert",2010,inproceedings,0,0,0,http://educationaldatamining.org/EDM2010/uploads/proc/edm2010_submission_53.pdf,141--150,"Educational Data Mining 2010, The 3rd International Conference on Educational Data Mining, Pittsburgh, PA, USA, June 11-13, 2010. Proceedings",DBLP:conf/edm/2010
3417,0,0,{FSVM-CIL:} Fuzzy Support Vector Machines for Class Imbalance Learning,0,"Rukshan Batuwita and Vasile Palade",2010,article,{IEEE} T. Fuzzy Systems,3,18,http://dx.doi.org/10.1109/TFUZZ.2010.2042721,558--571,0,
3418,0,0,An Ontology for Semantic Integration of Life Science Web Databases,0,"Zina Ben{-}Miled and Yue W. Webster and Yang Liu and Nianhua Li",2003,article,Int. J. Cooperative Inf. Syst.,2,12,http://dx.doi.org/10.1142/S0218843003000747,275--294,0,
3419,0,0,"A Parallel Online Regularized Least-squares Machine Learning Algorithm for Future Multi-core Processors",0,"Tapio Pahikkala and Antti Airola and Thomas Canhao Xu and Pasi Liljeberg and Hannu Tenhunen and Tapio Salakoski",2011,inproceedings,0,0,0,0,590--599,"{PECCS} 2011 - Proceedings of the 1st International Conference on Pervasive and Embedded Computing and Communication Systems, Vilamoura, Algarve, Portugal, 5-7 March, 2011",DBLP:conf/peccs/2011
3420,0,0,"Spatial Multi-Database Topological Continuity and Indexing: {A} Step Towards Seamless {GIS} Data Interoperability",0,Robert Laurini,1998,article,International Journal of Geographical Information Science,4,12,http://dx.doi.org/10.1080/136588198241842,373--402,0,
3421,0,0,"Queueing Requirements in an Automatic Radar Target Detection System Operating with a Narrow Bandwidth Data Link",0,"David L. Bussard and Richard D. Wilmot",1970,article,{IEEE} Trans. Systems Science and Cybernetics,2,6,http://dx.doi.org/10.1109/TSSC.1970.300280,81--91,0,
3422,0,0,"Feature Extraction and Machine Learning on Symbolic Music using the music21 Toolkit",0,"Michael Scott Cuthbert and Christopher Ariza and Lisa Friedland",2011,inproceedings,0,0,0,http://ismir2011.ismir.net/papers/PS3-6.pdf,387--392,"Proceedings of the 12th International Society for Music Information Retrieval Conference, {ISMIR} 2011, Miami, Florida, USA, October 24-28, 2011",DBLP:conf/ismir/2011
3423,0,0,"Using machine learning to augment collaborative filtering of community discussions",0,"Michael Brennan and Stacey Wrazien and Rachel Greenstadt",2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1838206.1838485,1569--1570,"9th International Conference on Autonomous Agents and Multiagent Systems {(AAMAS} 2010), Toronto, Canada, May 10-14, 2010, Volume 1-3",DBLP:conf/atal/2010
3424,0,0,The {STAR} file: a new format for electronic data transfer and archiving,0,Sydney R. Hall,1991,article,Journal of Chemical Information and Computer Sciences,2,31,http://dx.doi.org/10.1021/ci00002a020,326--333,0,
3425,0,0,Positional uncertainty in manually digitized map data,0,"Paul V. Bolstad and Paul E. Gessler and Thomas M. Lillesand",1990,article,International Journal of Geographical Information Science,4,4,http://dx.doi.org/10.1080/02693799008941555,399--412,0,
3426,0,0,"Data Driven Design Optimization Methodology: {A} Dynamic Data Driven Application System",0,Doyle D. Knight,2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44864-0_34,329--336,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
3427,0,0,"Robust Band Profile Extraction Using Constrained Nonparametric Machine-Learning Technique",0,"Shadab Khan and Jo{\~{a}}o Sanches and Rodrigo Ventura",2010,article,{IEEE} Trans. Biomed. Engineering,10,57,http://dx.doi.org/10.1109/TBME.2010.2060196,2587--2591,0,
3428,0,0,Inductive Logic Programming,0,Luc De Raedt,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_396,529--537,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3429,0,0,{OMI} Near Real Time data processing,0,"Phillip Durbin and Curt Tilmes and Brian Duggan and Bigyani Das",2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/IGARSS.2010.5651380,586--588,"{IEEE} International Geoscience {\&} Remote Sensing Symposium, {IGARSS} 2010, July 25-30, 2010, Honolulu, Hawaii, USA, Proceedings",DBLP:conf/igarss/2010
3430,0,0,"Empirical Analysis of the Divergence of Gibbs Sampling Based Learning Algorithms for Restricted Boltzmann Machines",0,"Asja Fischer and Christian Igel",2010,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-15825-4_26,208--217,"Artificial Neural Networks - {ICANN} 2010 - 20th International Conference, Thessaloniki, Greece, September 15-18, 2010, Proceedings, Part {III}",DBLP:conf/icann/2010-3
3431,0,0,"Machine Learning for Author Affiliation within Web Forums - Using Statistical Techniques on {NLP} Features for Online Group Identification",0,"Jeffrey Ellen and Shibin Parameswaran",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/ICMLA.2011.90,100--105,"10th International Conference on Machine Learning and Applications and Workshops, {ICMLA} 2011, Honolulu, Hawaii, USA, December 18-21, 2011. Volume 1: Main Conference",DBLP:conf/icmla/2011-1
3432,0,0,Resubstitution Estimate,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_728,863,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3433,0,0,Measurement Scales,0,Ying Yang,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_529,653--654,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3434,0,0,Immunocomputing for Speaker Recognition,0,Alexander O. Tarakanov,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-05179-1_24,515--529,"Advances in Machine Learning II, Dedicated to the Memory of Professor Ryszard S. Michalski",DBLP:series/sci/2010-263
3435,0,0,Cross-Language Information Retrieval,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_187,242,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3436,0,0,"Semantics and Machine Learning for Building the Next Generation of Judicial Court Management Systems",0,"Elisabetta Fersini and Enza Messina and Daniele Toscani and Francesco Archetti and Mauro Cislaghi",2010,inproceedings,0,0,0,0,51--60,"{KMIS} 2010 - Proceedings of the International Conference on Knowledge Management and Information Sharing, Valencia, Spain, October 25-28, 2010",DBLP:conf/ic3k/2010kmis
3437,0,0,"{IDC} Inorganic Chemicals Data Base. 2. Utilization of Chemical Abstracts Service databases for the {IDC} inorganic chemistry documentation system",0,"Fritz Ehrhardt and Horst Roschkowski",1986,article,Journal of Chemical Information and Computer Sciences,2,26,http://dx.doi.org/10.1021/ci00050a007,63--71,0,
3438,0,0,Restricted Eigenvalue Properties for Correlated Gaussian Designs,0,"Garvesh Raskutti and Martin J. Wainwright and Bin Yu",2010,article,Journal of Machine Learning Research,0,11,http://portal.acm.org/citation.cfm?id=1859929,2241--2259,0,
3439,0,0,An evolutionary extreme learning machine based on group search optimization,0,"Danielle N. G. Silva and Luciano D. S. Pacifico and Teresa Bernarda Ludermir",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/CEC.2011.5949670,574--580,"Proceedings of the {IEEE} Congress on Evolutionary Computation, {CEC} 2011, New Orleans, LA, USA, 5-8 June, 2011",DBLP:conf/cec/2011
3440,0,0,TRaDe: Data Race Detection for Java,0,"Mark Christiaens and Koenraad De Bosschere",2001,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-45718-6_81,761--770,"Computational Science - {ICCS} 2001, International Conference, San Francisco, CA, USA, May 28-30, 2001. Proceedings, Part {II}",DBLP:conf/iccS/2001-2
3441,0,0,A graph-relational approach to geographic databases,0,Andreas Meier,1982,inproceedings,0,0,0,http://dx.doi.org/10.1007/BFb0000111,245--254,"Graph-Grammars and Their Application to Computer Science, 2nd International Workshop, Haus Ohrbeck [near Osnabr{\""{u}}ck], Germany, October 4-8, 1982",DBLP:conf/gg/1982
3442,0,0,"Applications of data mining and machine learning in online customer care",0,"Ravi Vijayaraghavan and P. V. Kannan",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/2020408.2020537,779,"Proceedings of the 17th {ACM} {SIGKDD} International Conference on Knowledge Discovery and Data Mining, San Diego, CA, USA, August 21-24, 2011",DBLP:conf/kdd/2011
3443,0,0,"Quest for efficient option pricing prediction model using machine learning techniques",0,"B. V. Phani and Bala Chandra and Vijay Raghav",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/IJCNN.2011.6033283,654--657,"The 2011 International Joint Conference on Neural Networks, {IJCNN} 2011, San Jose, California, USA, July 31 - August 5, 2011",DBLP:conf/ijcnn/2011
3444,0,0,The {DIAMOND} Security Policy for Object-Oriented Databases,0,"Linda M. Null and Johnny S. Wong",1992,inproceedings,0,0,0,http://doi.acm.org/10.1145/131214.131221,49--56,"Proceedings of the {ACM} 20th Annual Conference on Computer Science, {CSC} '92, Kansas City, MO, USA, March 3-5, 1992",DBLP:conf/acm/1992
3445,0,0,"Data Security for Object-Oriented Programming Systems Based on Inference Engines (Abstract)",0,"Linda M. Null and Johnny S. Wong",1990,inproceedings,0,0,0,http://doi.acm.org/10.1145/100348.100425,411,"Proceedings of the {ACM} 18th Annual Computer Science Conference on Cooperation, {CSC} '90, Sheraton Washington Hotel, Washington, DC, USA, February 20-22, 1990",DBLP:conf/acm/1990
3446,0,0,On Learning with Integral Operators,0,"Lorenzo Rosasco and Mikhail Belkin and Ernesto De Vito",2010,article,Journal of Machine Learning Research,0,11,http://doi.acm.org/10.1145/1756006.1756036,905--934,0,
3447,0,0,"Dimension reduction and its application to model-based exploration in continuous spaces",0,"Ali Nouri and Michael L. Littman",2010,article,Machine Learning,1,81,http://dx.doi.org/10.1007/s10994-010-5202-y,85--98,0,
3448,0,0,"A comparison study: Support vector machines for binary classification in machine learning",0,"Wencai Zeng and Jiong Jia and Zhonglong Zheng and Chenmao Xie and Li Guo",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/BMEI.2011.6098517,1621--1625,"4th International Conference on Biomedical Engineering and Informatics, {BMEI} 2011, Shanghai, China, October 15-17, 2011",DBLP:conf/bmei/2011
3449,0,0,Formal Concept Analysis,0,Gemma C. Garriga,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_316,416--418,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3450,0,0,"Generating AVTs Using {GA} for Learning Decision Tree Classifiers with Missing Data",0,"Jinu Joo and Jun Zhang and Jihoon Yang and Vasant Honavar",2004,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-540-30214-8_30,347--354,"Discovery Science, 7th International Conference, {DS} 2004, Padova, Italy, October 2-5, 2004, Proceedings",DBLP:conf/dis/2004
3451,0,0,"{PHYTOTOX:} a database dealing with the effect of organic chemicals on terrestrial vascular plants",0,"Christopher L. Royce and John S. Fletcher and Paul G. Risser and James C. McFarlane and Frank E. Benenati",1984,article,Journal of Chemical Information and Computer Sciences,1,24,http://dx.doi.org/10.1021/ci00041a003,7--10,0,
3452,0,0,"Automating open educational resources assessments: a machine learning generalization study",0,"Heather Leary and Mimi Recker and Andrew E. Walker and Philipp G. Wetzler and Tamara Sumner and James H. Martin",2011,inproceedings,0,0,0,http://doi.acm.org/10.1145/1998076.1998129,283--286,"Proceedings of the 2011 Joint International Conference on Digital Libraries, {JCDL} 2011, Ottawa, ON, Canada, June 13-17, 2011",DBLP:conf/jcdl/2011
3453,0,0,On Quality Control and Machine Learning in Crowdsourcing,0,Matthew Lease,2011,inproceedings,0,0,0,http://www.aaai.org/ocs/index.php/WS/AAAIW11/paper/view/3906,0,"Human Computation, Papers from the 2011 {AAAI} Workshop, San Francisco, California, USA, August 8, 2011",DBLP:conf/aaai/2011hc
3454,0,0,Machine Learning a Probabilistic Network of Ecological Interactions,0,"Alireza Tamaddoni{-}Nezhad and David Bohan and Alan Raybould and Stephen H. Muggleton",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-31951-8_28,332--346,"Inductive Logic Programming - 21st International Conference, {ILP} 2011, Windsor Great Park, UK, July 31 - August 3, 2011, Revised Selected Papers",DBLP:conf/ilp/2011
3455,0,0,"Coalescing Twitter Trends: The Under-Utilization of Machine Learning in Social Media",0,"Michael Brennan and Rachel Greenstadt",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/PASSAT/SocialCom.2011.160,641--646,"PASSAT/SocialCom 2011, Privacy, Security, Risk and Trust (PASSAT), 2011 {IEEE} Third International Conference on and 2011 {IEEE} Third International Conference on Social Computing (SocialCom), Boston, MA, USA, 9-11 Oct., 2011",DBLP:conf/socialcom/2011
3456,0,0,"The Multi-angle Imaging SpectroRadiometer science data system, its products, tools, and performance",0,"Graham W. Bothwell and Earl G. Hansen and Robert E. Vargo and Kyle C. Miller",2002,article,{IEEE} T. Geoscience and Remote Sensing,7,40,http://dx.doi.org/10.1109/TGRS.2002.801152,1467--1476,0,
3457,0,0,"An Adaptive and Energy-efficient Routing Protocol Based on Machine Learning for Underwater Delay Tolerant Networks",0,"Tiansi Hu and Yunsi Fei",2010,inproceedings,0,0,0,http://dx.doi.org/10.1109/MASCOTS.2010.45,381--384,"{MASCOTS} 2010, 18th Annual {IEEE/ACM} International Symposium on Modeling, Analysis and Simulation of Computer and Telecommunication Systems, Miami, Florida, USA, August 17-19, 2010",DBLP:conf/mascots/2010
3458,0,0,Markov Network,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_515,646,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3459,Springer,3-540-20185-8,"Communications and Multimedia Security - Advanced Techniques for Network and Data Protection, 7th {IFIP} {TC-6} {TC-11} International Conference, {CMS} 2003, Torino, Italy, October 2-3, 2003, Proceedings",Lecture Notes in Computer Science,0,2003,proceedings,0,0,2828,0,0,0,
3460,IBaI Publishing,978-3-942952-03-3,"Machine Learning and Data Mining in Pattern Recognition, 7th International Conference, {MLDM} 2011, New York, USA, September/August 2011, Poster Proceedings",0,0,2011,proceedings,0,0,0,0,0,0,
3461,0,0,Common component classification: What can we learn from machine learning?,0,"Ariana Anderson and Jennifer S. Labus and Eduardo P. Vianna and Emeran A. Mayer and Mark S. Cohen",2011,article,NeuroImage,2,56,http://dx.doi.org/10.1016/j.neuroimage.2010.05.065,517--524,0,
3462,0,0,Structure searching in chemical databases by direct lookup methods,0,"Bradley D. Christie and Burton A. Leland and James G. Nourse",1993,article,Journal of Chemical Information and Computer Sciences,4,33,http://dx.doi.org/10.1021/ci00014a004,545--547,0,
3463,0,0,"A new online learning algorithm for structure-adjustable extreme learning machine",0,"Guohu Li and Min Liu and Mingyu Dong",2010,article,Computers {\&} Mathematics with Applications,3,60,http://dx.doi.org/10.1016/j.camwa.2010.03.023,377--389,0,
3464,0,0,Co-Reference Resolution,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_175,226,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3465,0,0,Derivation of Natural Stimulus Feature Set Using a Data-Driven Model,0,"Alexander Dimitrov and Tom{\'{a}}s Gedeon and Brendan Mumey and Ross Snider and Albert E. Parker and John P. Miller",2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44864-0_35,337--345,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {IV}",DBLP:conf/iccS/2003-4
3466,0,0,Cascade-Correlation,0,"Thomas R. Shultz and Scott E. Fahlman",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_92,139--147,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3467,0,0,Example-Based Programming,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_288,382,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
3468,0,0,Machine Learning and Link Analysis for Web Content Mining,0,"Moreno Carullo and Elisabetta Binaghi",2010,inproceedings,0,0,0,0,156--161,"{KDIR} 2010 - Proceedings of the International Conference on Knowledge Discovery and Information Retrieval, Valencia, Spain, October 25-28, 2010",DBLP:conf/ic3k/2010kdir
3469,0,0,"Robustness Promotion of High Speed Network Content Auditing Integrated System Based on Machine Learning Method",0,"Jie Yang and Yuanhao Wu and Yinan Dou and Kun Zhang",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-23971-7_52,411--418,"Web Information Systems and Mining - International Conference, {WISM} 2011, Taiyuan, China, September 24-25, 2011, Proceedings, Part {I}",DBLP:conf/wism/2011
3470,0,0,"Limited information estimation and testing of Thurstonian models for preference data",0,Albert Maydeu{-}Olivares,2002,article,Mathematical Social Sciences,3,43,http://dx.doi.org/10.1016/S0165-4896(02)00017-3,467--483,0,
3471,0,0,"Applying statistical machine learning to multicore voltage {\&} frequency scaling",0,"Michael Moeng and Rami G. Melhem",2010,inproceedings,0,0,0,http://doi.acm.org/10.1145/1787275.1787336,277--286,"Proceedings of the 7th Conference on Computing Frontiers, 2010, Bertinoro, Italy, May 17-19, 2010",DBLP:conf/cf/2010
3472,0,0,"On the Efficiency of Nearest Neighbor Searching with Data Clustered in Lower Dimensions",0,"Songrit Maneewongvatana and David M. Mount",2001,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-45545-0_96,842--851,"Computational Science - {ICCS} 2001, International Conference, San Francisco, CA, USA, May 28-30, 2001. Proceedings, Part {I}",DBLP:conf/iccS/2001-1
3473,0,0,Worst-Case Analysis for On-Line Data Compression,0,"J{\'{o}}zsef B{\'{e}}k{\'{e}}si and G{\'{a}}bor Galambos and Ulrich Pferschy and Gerhard J. Woeginger",1995,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-61576-8_90,288--300,"Combinatorics and Computer Science, 8th Franco-Japanese and 4th Franco-Chinese Conference, Brest, France, July 3-5, 1995, Selected Papers",DBLP:conf/cococ/1995
3474,Springer,3-540-63346-4,"Advances in Intelligent Data Analysis, Reasoning about Data, Second International Symposium, IDA-97, London, UK, August 4-6, 1997, Proceedings",Lecture Notes in Computer Science,0,1997,proceedings,0,0,1280,0,0,0,
3475,Springer,3-540-28757-4,"Pattern Recognition and Data Mining, Third International Conference on Advances in Pattern Recognition, {ICAPR} 2005, Bath, UK, August 22-25, 2005, Proceedings, Part {I}",Lecture Notes in Computer Science,0,2005,proceedings,0,0,3686,0,0,0,
