id,title,booktitle,author,pages,year,organization,ENTRYTYPE,publisher,journal,number,volume
2648,gPrune: a constraint pushing framework for graph pattern mining,Advances in Knowledge Discovery and Data Mining,"Zhu, Feida and Yan, Xifeng and Han, Jiawei and Philip, S Yu",388--400,2007,0,incollection,Springer Berlin Heidelberg,0,0,
2649,Incremental processing of continual range queries over moving objects,0,"Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",1560--1575,2006,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",11,18
2650,Extracting Interpretable Features for Early Classification on Time Series.,0,"Xing, Zhengzheng and Pei, Jian and Philip, S Yu and Wang, Ke",247--258,2011,0,article,0,SDM,0,11
2651,"Domain-driven, actionable knowledge discovery",0,"Cao, Longbing and Zhang, Chengqi and Taniar, David and Dubossarsky, Eugene and Graco, Warwick and Yang, Qiang and Bell, David and Vlachos, Michail and Taneri, Bahar and Keogh, Eamonn and others",78--88,2007,0,article,IEEE,IEEE Intelligent Systems,4,
2652,of Proceedings: KDD'10: proceedings of the 16th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,0,"Sozio, Mauro and Gionis, Aristides",0,2010,0,article,ACM,0,0,
2653,Adaptive load shedding for windowed stream joins,Proceedings of the 14th ACM international conference on Information and knowledge management,"Gedik, Bu{\u{g}}gra and Wu, Kun-Lung and Yu, Philip S and Liu, Ling",171--178,2005,ACM,inproceedings,0,0,0,
2654,Storage and retrieval methods to support fully interactive playout in a disk-array-based video server,0,"Chen, Ming-Syan and Kandlur, Dilip D and Philip, S Yu",126--135,1995,0,article,Springer-Verlag,Multimedia Systems,3,3
2655,Traversal path-based approach to understanding user-oriented hypertext object usage,0,"Wu, Kun-Lung and Yu, Philip Shi-lung",0,1999,0,misc,0,0,0,
2656,Correlation of instrumental voice evaluation with perceptual voice analysis using a modified visual analog scale,0,"Yu, Ping and Revis, Joana and Wuyts, Floris L and Zanaret, Michel and Giovanni, Antoine",271--281,2002,0,article,Karger Publishers,Folia phoniatrica et logopaedica,6,54
2657,Centralized order book method and system,0,"Boies, Stephen and Dinkin, Samuel and Greene, David and Grey, William and Moskowitz, Paul and Yu, Philip",0,2001,0,misc,0,0,0,
2658,Graph OLAP: a multi-dimensional framework for graph data analysis,0,"Chen, Chen and Yan, Xifeng and Zhu, Feida and Han, Jiawei and Philip, S Yu",41--63,2009,0,article,Springer-Verlag,Knowledge and Information Systems,1,21
2659,System and method for searching using a temporal dimension,0,"Yu, Philip",0,2004,0,misc,0,0,0,
2660,Online mining of temporal maximal utility itemsets from data streams,Proceedings of the 2010 ACM Symposium on Applied Computing,"Shie, Bai-En and Tseng, Vincent S and Yu, Philip S",1622--1626,2010,ACM,inproceedings,0,0,0,
2661,"Apparatus, system and method for providing open source language translation",0,"Greene, David and Stern, Edith and Willner, Barry and Yu, Philip",0,2001,0,misc,0,0,0,
2662,On-line mining of quantitative association rules,0,"Aggarwal, Charu Chandra and Yu, Philip Shi-lung",0,2000,0,misc,0,0,0,
2663,Analysis of concurrency-coherency control protocols for distributed transaction processing systems with regional locality,0,"Ciciani, Bruno and Dias, Daniel M and Yu, Philip S",899--914,1992,0,article,IEEE,"Software Engineering, IEEE Transactions on",10,18
2664,Community learning by graph approximation,"Data Mining, 2007. ICDM 2007. Seventh IEEE International Conference on","Long, Bo and Wu, Xiaoyun and Zhang, Zhongfei Mark and Yu, Philip S",232--241,2007,IEEE,inproceedings,0,0,0,
2665,The Effect of Skewed Data Access on Buffer Hits and Data Contention an a Data Sharing Environment.,VLDB,"Dan, Asit and Dias, Daniel M and Philip, S Yu",419--431,1990,0,inproceedings,0,0,0,
2666,Motion adaptive indexing for moving continual queries over moving objects,Proceedings of the thirteenth ACM international conference on Information and knowledge management,"Gedik, Bugra and Wu, Kun-Lung and Yu, Philip and Liu, Ling",427--436,2004,ACM,inproceedings,0,0,0,
2667,On clustering massive text and categorical data streams,0,"Aggarwal, Charu C and Philip, S Yu",171--196,2010,0,article,Springer-Verlag,Knowledge and information systems,2,24
2668,Feature-based similarity search in graph structures,0,"Yan, Xifeng and Zhu, Feida and Yu, Philip S and Han, Jiawei",1418--1453,2006,0,article,ACM,ACM Transactions on Database systems (TODS),4,31
2669,"Hierarchical, parameter-free community discovery",Machine Learning and Knowledge Discovery in Databases,"Papadimitriou, Spiros and Sun, Jimeng and Faloutsos, Christos and Philip, S Yu",170--187,2008,0,incollection,Springer Berlin Heidelberg,0,0,
2670,Indexing weighted-sequences in large databases,"Data Engineering, 2003. Proceedings. 19th International Conference on","Wang, Haixun and Perng, Chang-Shing and Fan, Wei and Park, Sanghyun and Yu, Philip S",63--74,2003,IEEE,inproceedings,0,0,0,
2671,Ac-close: Efficiently mining approximate closed itemsets by core pattern recovery,"Data Mining, 2006. ICDM'06. Sixth International Conference on","Cheng, Hong and Yu, Philip S and Han, Jiawei",839--844,2006,IEEE,inproceedings,0,0,0,
2672,Network bandwidth and object obsolescence sensitive scheduling method and apparatus for objects distributed broadcasting,0,"Huang, Yun-Wu and Yu, Philip Shi-lung",0,2001,0,misc,0,0,0,
2673,Analysis of affinity based routing in multi-system data sharing,0,"Philip, S Yu and Cornell, Douglas W and Dias, Daniel M and Iyer, Balakrishna R",87--109,1987,0,article,North-Holland,Performance Evaluation,2,7
2674,System and method to monitor datamining power usage,0,"Boies, Stephen J and Dinkin, Samuel H and Greene, David Perry and Moskowitz, Paul Andrew and Yu, Philip Shi-lung",0,2003,0,misc,0,0,0,
2675,On high dimensional projected clustering of data streams,0,"Aggarwal, Charu C and Han, Jiawei and Wang, Jianyong and Philip, S Yu",251--273,2005,0,article,Kluwer Academic Publishers,Data Mining and Knowledge Discovery,3,10
2676,"Link Mining: Models, Algorithms, and Applications",0,"Philip, S Yu and Han, Jiawei and Faloutsos, Christos",0,2010,0,book,Springer,0,0,
2677,Interval query indexing for efficient stream processing,Proceedings of the thirteenth ACM international conference on Information and knowledge management,"Wu, Kun-Lung and Chen, Shyh-Kwei and Yu, Philip S",88--97,2004,ACM,inproceedings,0,0,0,
2678,Pruning and dynamic scheduling of cost-sensitive ensembles,0,"Fan, Wei and Chu, Fang and Wang, Haixun and Yu, Philip S",146--151,2002,0,article,"Menlo Park, CA; Cambridge, MA; London; AAAI Press; MIT Press; 1999",Proceedings of the National Conference on Artificial Intelligence,0,
2679,Multimedia server system having rate adjustable data retrieval based on buffer capacity,0,"Wu, Kun-Lung and Yu, Philip Shi-lung",0,1998,0,misc,0,0,0,
2680,A sampling-based approach to information recovery,"Data Engineering, 2008. ICDE 2008. IEEE 24th International Conference on","Xie, Junyi and Yang, Jun and Chen, Yuguo and Wang, Haixun and Yu, Philip S",476--485,2008,IEEE,inproceedings,0,0,0,
2681,Modelling of centralized concurrency control in a multi-system environment,0,"Yu, Philip S and Dias, Daniel M and Robinson, John T and Iyer, Balakrishna R and Cornell, Douglas",183--191,1985,0,article,ACM,ACM SIGMETRICS Performance Evaluation Review,2,13
2682,Method and apparatus for reconfigurable and adaptive stream multicast,0,"Malkin, Peter Kenneth and Willebeek-LeMair, Marc Hubert and Yu, Philip Shi-lung",0,1999,0,misc,0,0,0,
2683,Scoring the data using association rules,0,"Liu, Bing and Ma, Yiming and Wong, Ching Kian and Philip, S Yu",119--135,2003,0,article,Kluwer Academic Publishers,Applied intelligence,2,18
2684,A framework for finding projected clusters in high dimensional spaces,0,"Aggarwal, Charu C and Propiuc, Cecelia and Wolf, Joel L and Philip, S Yu and Park, Jong Soo",0,1998,0,book,IBM Thomas J. Watson Research Division,0,0,
2685,"Data mining techniques for associations, clustering and classification",Methodologies for Knowledge Discovery and Data Mining,"Aggarwal, Charu C and Philip, S Yu",13--23,1999,0,incollection,Springer Berlin Heidelberg,0,0,
2686,Mining Sequence Classifiers for Early Prediction.,SDM,"Xing, Zhengzheng and Pei, Jian and Dong, Guozhu and Philip, S Yu",644--655,2008,0,inproceedings,0,0,0,
2687,System and method for providing directions,0,"Moskowitz, Paul Andrew and Levas, Anthony and Boies, Stephen J and Dinkin, Samuel and Yu, Philip Shi-lung",0,2006,0,misc,0,0,0,
2688,Load balancing and hot spot relief for hash routing among a collection of proxy caches,"Distributed Computing Systems, 1999. Proceedings. 19th IEEE International Conference on","Wu, Kun-Lung and Yu, Philip S",536--543,1999,IEEE,inproceedings,0,0,0,
2689,New algorithms for content-based publication-subscription systems,"Distributed Computing Systems, 2003. Proceedings. 23rd International Conference on","Riabov, Anton and Liu, Zhen and Wolf, Joel L and Yu, Philip S and Zhang, Li",678--686,2003,IEEE,inproceedings,0,0,0,
2690,Data mining: How research meets practical development?,0,"Wu, Xindong and Philip, S Yu and Piatetsky-Shapiro, Gregory and Cercone, Nick and Lin, TY and Kotagiri, Ramamohanarao and Wah, Benjamin W",248--261,2003,0,article,Springer-Verlag,Knowledge and Information Systems,2,5
2691,Method for optimizing profits in electronic delivery of digital objects,0,"Aggarwal, Charu C and Wolf, Joel L and Philip, S Yu",0,2003,0,misc,0,0,0,
2692,Mining cluster-based temporal mobile sequential patterns in location-based service environments,0,"Lu, Eric Hsueh-Chan and Tseng, Vincent S and Yu, Philip S",914--927,2011,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",6,23
2693,Method and system to provide web site schedules,0,"Moskowitz, Paul and Boies, Stephen and Dinkin, Sam and Yu, Philip",0,2000,0,misc,0,0,0,
2694,Evolutionary clustering by hierarchical dirichlet process with hidden markov state,"Data Mining, 2008. ICDM'08. Eighth IEEE International Conference on","Xu, Tianbing and Zhang, Zhongfei and Yu, Philip S and Long, Brenda",658--667,2008,IEEE,inproceedings,0,0,0,
2695,Method and apparatus for providing data,0,"Stern, Edith and Yu, Philip Shi-Lung and Greene, David and Willner, Barry",0,2002,0,misc,0,0,0,
2696,Method for mining path traversal patterns in a web environment by converting an original log sequence into a set of traversal sub-sequences,0,"Chen, Ming-Syan and Yu, Philip Shi-lung",0,1997,0,misc,0,0,0,
2697,Optimizing method for digital content delivery in a multicast network,0,"Aggarwal, Charu C and Sethuraman, Jayachandran and Squillante, Mark S and Wolf, Joel L and Philip, S Yu",0,2002,0,misc,0,0,0,
2698,On optimal site assignment for relations in the distributed database environment,0,"Cornell, Douglas W and Yu, Philip S",1004--1009,1989,0,article,IEEE,"Software Engineering, IEEE Transactions on",8,15
2699,Analysis of hybrid concurrency control schemes for a high data contention environment,0,"Yu, Philip S and Dias, Daniel M",118--129,1992,0,article,IEEE,"Software Engineering, IEEE Transactions on",2,18
2700,Mining associations with the collective strength approach,0,"Aggarwal, Charu C and Yu, Philip S",863--873,2001,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",6,13
2701,A performance study of robust load sharing strategies for distributed heterogeneous web server systems,0,"Colajanni, Michele and Yu, Philip S",398--414,2002,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",2,14
2702,Stop chasing trends: Discovering high order models in evolving data,"Data Engineering, 2008. ICDE 2008. IEEE 24th International Conference on","Chen, Shixi and Wang, Haixun and Zhou, Shuigeng and Yu, Philip S",923--932,2008,IEEE,inproceedings,0,0,0,
2703,Effective error control scheme for satellite communications,0,"Lin, Shu and Philip, S Yu",0,1982,0,misc,0,0,0,
2704,Executing stream joins on the cell processor,Proceedings of the 33rd international conference on Very large data bases,"Gedik, Buǧra and Yu, Philip S and Bordawekar, Rajesh R",363--374,2007,VLDB Endowment,inproceedings,0,0,0,
2705,Scale-up strategies for processing high-rate data streams in System S,"Data Engineering, 2009. ICDE'09. IEEE 25th International Conference on","Andrade, Henrique and Gedik, Bu{\u{g}}ra and Wu, Kun-Lung and Yu, Philip S",1375--1378,2009,IEEE,inproceedings,0,0,0,
2706,PROUD: a probabilistic approach to processing similarity queries over uncertain data streams,Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,"Yeh, Mi-Yen and Wu, Kun-Lung and Yu, Philip S and Chen, Ming-Syan",684--695,2009,ACM,inproceedings,0,0,0,
2707,Systems and methods for facilitating access to an information address,0,"Willner, Barry and Greene, David and Stern, Edith and Yu, Philip",0,2001,0,misc,0,0,0,
2708,Analytical modelling of a hierarchical buffer for a data sharing environment,ACM SIGMETRICS Performance Evaluation Review,"Dan, Asit and Dias, Daniel M and Yu, Philip S",156--167,1991,ACM,inproceedings,0,0,1,19
2709,Mining surprising periodic patterns,0,"Yang, Jiong and Wang, Wei and Philip, S Yu",189--216,2004,0,article,Kluwer Academic Publishers,Data Mining and Knowledge Discovery,2,9
2710,Lightweight version vectors for pervasive computing devices,"Parallel Processing, 2000. Proceedings. 2000 International Workshops on","Huang, Yun-Wu and Yu, Philip S",43--48,2000,IEEE,inproceedings,0,0,0,
2711,Rotation invariant indexing of shapes and line drawings,Proceedings of the 14th ACM international conference on Information and knowledge management,"Vlachos, Michail and Vagena, Zografoula and Yu, Philip S and Athitsos, Vassilis",131--138,2005,ACM,inproceedings,0,0,0,
2712,On dense pattern mining in graph streams,0,"Aggarwal, Charu C and Li, Yao and Yu, Philip S and Jin, Ruoming",975--984,2010,0,article,VLDB Endowment,Proceedings of the VLDB Endowment,02-Jan,3
2713,Mining top-K high utility itemsets,Proceedings of the 18th ACM SIGKDD international conference on Knowledge discovery and data mining,"Wu, Cheng Wei and Shie, Bai-En and Tseng, Vincent S and Yu, Philip S",78--86,2012,ACM,inproceedings,0,0,0,
2714,Dynamic behavior-based access control system and method,0,"Erickson, Thomas D and Kellogg, Wendy A and Malkin, Peter K and Richards, John T and Philip, S Yu",0,2003,0,misc,0,0,0,
2715,Cross-relational clustering with user's guidance,Proceedings of the eleventh ACM SIGKDD international conference on Knowledge discovery in data mining,"Yin, Xiaoxin and Han, Jiawei and Yu, Philip S",344--353,2005,ACM,inproceedings,0,0,0,
2716,Optimal component composition for scalable stream processing,"Distributed Computing Systems, 2005. ICDCS 2005. Proceedings. 25th IEEE International Conference on","Gu, Xiaohui and Yu, Philip S and Nahrstedt, Klara",773--782,2005,IEEE,inproceedings,0,0,0,
2717,On static and dynamic methods for condensation-based privacy-preserving data mining,0,"Aggarwal, Charu C and Yu, Philip S",2,2008,0,article,ACM,ACM Transactions on Database Systems (TODS),1,33
2718,Community detection in incomplete information networks,Proceedings of the 21st international conference on World Wide Web,"Lin, Wangqun and Kong, Xiangnan and Yu, Philip S and Wu, Quanyuan and Jia, Yan and Li, Chuan",341--350,2012,ACM,inproceedings,0,0,0,
2719,An improved biclustering method for analyzing gene expression profiles,0,"Yang, Jiong and Wang, Haixun and Wang, Wei and Yu, Philip S",771--789,2005,0,article,World Scientific Publishing Company,International Journal on Artificial Intelligence Tools,5,14
2720,Effective estimation of posterior probabilities: Explaining the accuracy of randomized decision tree approaches,"Data Mining, Fifth IEEE International Conference on","Fan, Wei and Greengrass, Ed and McCloskey, Joe and Yu, Philip S and Drammey, K",8--pp,2005,IEEE,inproceedings,0,0,0,
2721,CrossClus: user-guided multi-relational clustering,0,"Yin, Xiaoxin and Han, Jiawei and Philip, S Yu",321--348,2007,0,article,Springer US,Data Mining and Knowledge Discovery,3,15
2722,Dirichlet process based evolutionary clustering,"Data Mining, 2008. ICDM'08. Eighth IEEE International Conference on","Xu, Tianbing and Zhang, Zhongfei and Yu, Philip S and Long, Bo",648--657,2008,IEEE,inproceedings,0,0,0,
2723,On-line mining of association rules,0,"Aggarwal, Charu Chandra and Yu, Philip Shi-lung",0,1999,0,misc,0,0,0,
2725,Computer-implemented method,0,"Chen, Ming-Syan and Yu, Philip Shi-Ling",0,1998,0,misc,0,0,0,
2726,Modeling blogger influence in a community,0,"Agarwal, Nitin and Liu, Huan and Tang, Lei and Philip, S Yu",139--162,2012,0,article,Springer Vienna,Social Network Analysis and Mining,2,2
2727,Identify online store review spammers via social review graph,0,"Wang, Guan and Xie, Sihong and Liu, Bing and Yu, Philip S",61,2012,0,article,ACM,ACM Transactions on Intelligent Systems and Technology (TIST),4,3
2728,On parallel execution of multiple pipelined hash joins,ACM SIGMOD Record,"Hsiao, Hui-I and Chen, Ming-Syan and Yu, Philip S",185--196,1994,ACM,inproceedings,0,0,2,23
2729,Early Prediction on Time Series: A Nearest Neighbor Approach.,IJCAI,"Xing, Zhengzheng and Pei, Jian and Philip, S Yu",1297--1302,2009,0,inproceedings,0,0,0,
2730,Compact reachability labeling for graph-structured data,Proceedings of the 14th ACM international conference on Information and knowledge management,"He, Hao and Wang, Haixun and Yang, Jun and Yu, Philip S",594--601,2005,ACM,inproceedings,0,0,0,
2731,A fast algorithm for subspace clustering by pattern similarity,"Scientific and Statistical Database Management, 2004. Proceedings. 16th International Conference on","Wang, Haixun and Chu, Fang and Fan, Wei and Yu, Philip S and Pei, Jian",51--60,2004,IEEE,inproceedings,0,0,0,
2732,On the design of a learning crawler for topical resource discovery,0,"Aggarwal, Charu C and Al-Garawi, Fatima and Yu, Philip S",286--309,2001,0,article,ACM,ACM Transactions on Information Systems (TOIS),3,19
2733,Next generation of data mining,0,"Kargupta, Hillol and Han, Jiawei and Philip, S Yu and Motwani, Rajeev and Kumar, Vipin",0,2008,0,book,CRC Press,0,0,
2734,Buffer management based on return on consumption in a multi-query environment,0,"Philip, S Yu and Cornell, Douglas W",1--37,1993,0,article,Springer-Verlag,The VLDB Journal,1,2
2735,Relevance search in heterogeneous networks,Proceedings of the 15th international conference on extending database technology,"Shi, Chuan and Kong, Xiangnan and Yu, Philip S and Xie, Sihong and Wu, Bin",180--191,2012,ACM,inproceedings,0,0,0,
2736,Adding the temporal dimension to search-a case study in publication search,"Web Intelligence, 2005. Proceedings. The 2005 IEEE/WIC/ACM International Conference on","Yu, Philip S and Li, Xin and Liu, Bing",543--549,2005,IEEE,inproceedings,0,0,0,
2737,Forward semi-supervised feature selection,Advances in Knowledge Discovery and Data Mining,"Ren, Jiangtao and Qiu, Zhengyuan and Fan, Wei and Cheng, Hong and Philip, S Yu",970--976,2008,0,incollection,Springer Berlin Heidelberg,0,0,
2738,Limiting factors of join performance on parallel processors,"Data Engineering, 1989. Proceedings. Fifth International Conference on","Lakshmi, M Seetha and Yu, Philip S",488--496,1989,IEEE,inproceedings,0,0,0,
2739,Can the utility of anonymized data be used for privacy breaches?,0,"Wong, Raymond Chi-Wing and Fu, Ada Wai-Chee and Wang, Ke and Yu, Philip S and Pei, Jian",16,2011,0,article,ACM,ACM Transactions on Knowledge Discovery from Data (TKDD),3,5
2740,Approximate frequent itemset mining in the presence of random noise,Soft Computing for Knowledge Discovery and Data Mining,"Cheng, Hong and Philip, S Yu and Han, Jiawei",363--389,2008,0,incollection,Springer US,0,0,
2741,Policies for efficient memory utilization in a remote caching architecture,"Parallel and Distributed Information Systems, 1991., Proceedings of the First International Conference on","Leff, Avraham and Yu, Philip S and Wolf, Joel L",198--207,1991,IEEE,inproceedings,0,0,0,
2742,Efficient LRU-based buffering in a LAN remote caching architecture,0,"Leff, Avraham and Wolf, Joel L and Yu, Philip S",191--206,1996,0,article,IEEE,"Parallel and Distributed Systems, IEEE Transactions on",2,7
2743,Dual encryption for query integrity assurance,Proceedings of the 17th ACM conference on Information and knowledge management,"Wang, Haixun and Yin, Jian and Perng, Chang-shing and Yu, Philip S",863--872,2008,ACM,inproceedings,0,0,0,
2744,Resource-Aware Mining with Variable Granularities in Data Streams.,SDM,"Teng, Wei-Guang and Chen, Ming-Syan and Philip, S Yu",527--531,2004,0,inproceedings,0,0,0,
2745,Design and modeling of clustered RAID,"Fault-Tolerant Computing, 1992. FTCS-22. Digest of Papers., Twenty-Second International Symposium on","Merchant, Arif and Yu, Philip S",140--149,1992,IEEE,inproceedings,0,0,0,
2746,Return based scheduling to support video-on-demand applications,0,"Philip, SO",0,1996,0,misc,0,0,0,
2747,Method of performing a parallel relational database query in a multiprocessor environment,0,"Wolf, Joel Leonard and Yu, Philip Shi-lung and Turek, John Joseph Edward",0,1998,0,misc,0,0,0,
2748,Modeling and analysis of a time-stamp history based certification protocol for concurrency control,0,"Yu, Philip S and Heiss, Hans-Ulrich and Dias, Daniel M",525--537,1991,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",4,3
2749,Divergence control for distributed database systems,0,"Pu, Calton and Hseush, Wenwey and Kaiser, Gail E and Wu, Kun-Lung and Philip, S Yu",85--109,1995,0,article,Kluwer Academic Publishers,Distributed and Parallel Databases,1,3
2750,Design and analysis of permutation-based pyramid broadcasting,0,"Aggarwal, Charu C and Wolf, Joel L and Philip, S Yu",439--448,1999,0,article,Springer-Verlag,Multimedia Systems,6,7
2751,Meta-patterns: revealing hidden periodic patterns,"Data Mining, 2001. ICDM 2001, Proceedings IEEE International Conference on","Wang, Wei and Yang, Jiong and Yu, Philip S",550--557,2001,IEEE,inproceedings,0,0,0,
2752,On caching policies for web objects,0,"Aggarwal, Charu C and Wolf, Joel L and Yu, PS and Epelman, Marina",0,1996,0,book,IBM Thomas J. Watson Research Division,0,0,
2753,A holistic approach for resource-aware adaptive data stream mining,0,"Gaber, Mohamed Medhat and Yu, Philip S",95--115,2006,0,article,"Ohmsha, Ltd.",New Generation Computing,1,25
2754,Efficiently mining frequent closed partial orders,null,"Pei, Jian and Liu, Jian and Wang, Haixun and Wang, Ke and Philip, S Yu and Wang, Jianyong",753--756,2005,IEEE,inproceedings,0,0,0,
2755,"Evidence-based medicine, the essential role of systematic reviews, and the need for automated text mining tools",Proceedings of the 1st ACM international health informatics symposium,"Cohen, Aaron M and Adams, Clive E and Davis, John M and Yu, Clement and Yu, Philip S and Meng, Weiyi and Duggan, Lorna and McDonagh, Marian and Smalheiser, Neil R",376--380,2010,ACM,inproceedings,0,0,0,
2756,Adaptive load diffusion for multiway windowed stream joins,"Data Engineering, 2007. ICDE 2007. IEEE 23rd International Conference on","Gu, Xiaohui and Yu, Philip S and Wang, Haixun",146--155,2007,IEEE,inproceedings,0,0,0,
2757,A brief introduction to agent mining,0,"Cao, Longbing and Weiss, Gerhard and Philip, S Yu",419--424,2012,0,article,Springer US,Autonomous Agents and Multi-Agent Systems,3,25
2758,On index selection schemes for nested object hierarchies,0,"Chawathe, Sudarshan and Chen, Ming-Syan and Yu, P",0,1993,0,article,Stanford InfoLab,0,0,
2759,Performance analysis of concurrency control using locking with deferred blocking,0,"Yu, Philip S and Dias, Daniel M",982--996,1993,0,article,IEEE,"Software Engineering, IEEE Transactions on",10,19
2760,Meta path-based collective classification in heterogeneous information networks,Proceedings of the 21st ACM international conference on Information and knowledge management,"Kong, Xiangnan and Yu, Philip S and Ding, Ying and Wild, David J",1567--1571,2012,ACM,inproceedings,0,0,0,
2761,Method and apparatus for facilitating display of an advertisement with software,0,"Willner, Barry and Greene, David and Stern, Edith and Yu, Philip",0,2001,0,misc,0,0,0,
2762,Method for translucent online interaction,0,"Bellamy, Rachel KE and Ellis, Jason B and Erickson, Thomas D and Kellogg, Wendy A and Laff, Mark R and Malkin, Peter K and Richards, John T and Philip, S Yu and Wolf, Tracee",0,2005,0,misc,0,0,0,
2763,Combining multiple clusterings by soft correspondence,"Data Mining, Fifth IEEE International Conference on","Long, Bo and Zhang, Zhongfei Mark and Yu, Philip S",8--pp,2005,IEEE,inproceedings,0,0,0,
2764,Mining top-k large structural patterns in a massive network,0,"Zhu, Feida and Qu, Qiang and Lo, David and Yan, Xifeng and Han, Jiawei and Yu, PS",807--818,2011,0,article,0,Proceedings of the VLDB Endowment,11,4
2765,Distributed processing of spatial alarms: A safe region-based approach,"Distributed Computing Systems, 2009. ICDCS'09. 29th IEEE International Conference on","Bamba, Bhuvan and Liu, Ling and Iyengar, Arun and Yu, Philip S",207--214,2009,IEEE,inproceedings,0,0,0,
2766,Method for mining causality rules with applications to electronic commerce,0,"Yu, Phillip Shi-lung and Liang, Bob Chao-Chu and Chen, Ming-Syan",0,1998,0,misc,0,0,0,
2767,New algorithms for parallelizing relational database joins in the presence of data skew,0,"Wolf, Joel L and Dias, Daniel M and Yu, Philip S and Turek, John",990--997,1994,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",6,6
2768,An analytical model of reconstruction time in mirrored disks,0,"Merchant, Arif and Philip, S Yu",115--129,1994,0,article,North-Holland,Performance evaluation,1,20
2769,Fileserver buffer manager based on file access operation statistics,0,"Dan, Asit and Sitaram, Dinkar and Yu, Philip Shi-lung",0,2000,0,misc,0,0,0,
2770,Dual active feature and sample selection for graph classification,Proceedings of the 17th ACM SIGKDD international conference on Knowledge discovery and data mining,"Kong, Xiangnan and Fan, Wei and Yu, Philip S",654--662,2011,ACM,inproceedings,0,0,0,
2771,System and method for providing decentralized E-commerce,0,"Boies, Stephen J and Dinkin, Samuel and Moskowitz, Paul Andrew and Yu, Philip Shi-lung",0,2006,0,misc,0,0,0,
2772,Managing eBusiness on demand SLA contracts in business terms using the cross-SLA execution manager SAM,"Autonomous Decentralized Systems, 2003. ISADS 2003. The Sixth International Symposium on","Buco, Melissa and Chang, Rong and Luan, Laura and Ward, Chris and Wolf, Joel and Yu, Paul",157--164,2003,IEEE,inproceedings,0,0,0,
2773,Efficient algorithms for mining maximal high utility itemsets from data streams with different models,0,"Shie, Bai-En and Philip, S Yu and Tseng, Vincent S",12947--12960,2012,0,article,Pergamon,Expert Systems with Applications,17,39
2774,On the use of side information for mining text data,0,"Aggarwal, Charu C and Zhao, Yuchen and Yu, Philip S",1415--1429,2014,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",6,26
2775,Hiding sensitive frequent itemsets by a border-based approach,0,"Sun, Xingzhi and Philip, S Yu",74--94,2007,0,article,0,Journal of Computing Science and Engineering,1,1
2776,Mining Community Structure of Named Entities from Web Pages and Blogs.,AAAI Spring Symposium: Computational Approaches to Analyzing Weblogs,"Li, Xin and Liu, Bing and Philip, S Yu",108--114,2006,0,inproceedings,0,0,0,
2777,Mining high utility episodes in complex event sequences,Proceedings of the 19th ACM SIGKDD international conference on Knowledge discovery and data mining,"Wu, Cheng-Wei and Lin, Yu-Feng and Yu, Philip S and Tseng, Vincent S",536--544,2013,ACM,inproceedings,0,0,0,
2778,Efficient discovery of frequent approximate sequential patterns,"Data Mining, 2007. ICDM 2007. Seventh IEEE International Conference on","Zhu, Feida and Yan, Xifeng and Han, Jiawei and Yu, Philip S",751--756,2007,IEEE,inproceedings,0,0,0,
2779,Policy enabled web caching,0,"Jennings III, Raymond Byars and Verma, Dinesh Chandra and Yu, Philip Shi-lung",0,2004,0,misc,0,0,0,
2780,Detection and classification of changes in evolving data streams,0,"Gaber, Mohamed Medhat and Yu, Philip S",659--670,2006,0,article,World Scientific Publishing Company,International Journal of Information Technology \& Decision Making,4,5
2781,Collective prediction with latent graphs,Proceedings of the 20th ACM international conference on Information and knowledge management,"Shi, Xiaoxiao and Li, Yao and Yu, Philip",1127--1136,2011,ACM,inproceedings,0,0,0,
2782,Mining knowledge from databases: an information network analysis approach,Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,"Han, Jiawei and Sun, Yizhou and Yan, Xifeng and Yu, Philip S",1251--1252,2010,ACM,inproceedings,0,0,0,
2783,Efficient semi-supervised spectral co-clustering with constraints,"Data Mining (ICDM), 2010 IEEE 10th International Conference on","Shi, Xiaoxiao and Fan, Wei and Yu, Philip S",1043--1048,2010,IEEE,inproceedings,0,0,0,
2784,Method for collaborative transformation and caching of web objects in a proxy network,0,"Beurket, John Benjamin and Malkin, Peter Kenneth and Rubin, William Gregg and Yu, Philip Shi-lung and Ziedins, Gunars",0,2002,0,misc,0,0,0,
2785,A graph theoretical approach to determine a join reducer sequence in distributed query processing,0,"Chen, Ming-Syan and Yu, Philip S",152--165,1994,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",1,6
2786,Method and apparatus for search engine World Wide Web crawling,0,"Squillante, Mark and Wolf, Joel and Yu, Philip",0,2003,0,misc,0,0,0,
