id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
6588,0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",VLDB,1994,aggregation algorithms for very large compressed data warehouses,"jianzhong li , doron rotem , jaideep srivastava",VLDB,1999
6589,0,translating web data,"renée j. miller , ronald fagin , yannis velegrakis , mauricio a. hernández , lucian popa",VLDB,2002,managing web data,dan suciu,SIGMOD,1999
6590,0,the role of integrity constraints in database interoperation,"peter m. g. apers , mark w. w. vermeer",VLDB,1996,instance-based attribute identification in database integration,"cecil eng h. chua , roger h. l. chiang , ee-peng lim",VLDBJ,2003
6591,0,implementing data cubes efficiently,"anand rajaraman , jeffrey d. ullman , venky harinarayan",SIGMOD,1996,on efficiently implementing schemasql on an sql database system,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",VLDB,1999
6592,0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",VLDB,1994,a new sql-like operator for mining association rules,"rosa meo , giuseppe psaila , stefano ceri",VLDB,1996
6593,0,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",VLDB,1995,the trigs active object-oriented database system - an overview,"g. kappel , w. retschitzegger",SIGMOD Rec.,1998
6594,0,hyperstorm - administering structured documents using object-oriented database technology,"karl aberer , klemens böhm",SIGMOD,1996,extraction of object-oriented structures from existing relational databases,"shekar ramanathan , julia hodges",SIGMOD Rec.,1997
6595,0,open object database management systems,josé a. blakeley,SIGMOD,1994,special issue on persistent object systems,,VLDBJ,1995
6596,0,database research at nthu and itri,arbee l. p. chen,SIGMOD Rec.,1994,database research at arizona state university,"susan d. urban , suzanne w. dietrich , forouzan golshani",SIGMOD Rec.,1996
6597,0,birch : an efficient data clustering method for very large databases,"raghu ramakrishnan , miron livny , tian zhang",SIGMOD,1996,m-tree : an efficient access method for similarity search in metric spaces,"paolo ciaccia , marco patella , pavel zezula",VLDB,1997
6598,1,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",SIGMOD,1999,dynamat : a dynamic view management system for data warehouses,"yannis kotidis , nick roussopoulos",SIGMOD,1999
6599,0,champagne : data change propagation for heterogeneous information systems,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu",VLDB,2002,quality-driven integration of heterogenous information systems,"felix naumann , ulf leser , johann christoph freytag",VLDB,1999
6600,0,transaction chopping : algorithms and performance studies,"dennis shasha , eric simon , patrick valduriez , françois llirbat",ACM TODS,1995,a performance study of transitive closure algorithms,"shaul dar , raghu ramakrishnan",SIGMOD,1994
6601,0,object query standards,andrew e. wade,SIGMOD Rec.,1996,standards,jim melton,SIGMOD Rec.,2002
6602,0,unisql/x unified relational and object-oriented database system,won kim,SIGMOD,1994,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",ACM TODS,2002
6603,0,database research at nthu and itri,arbee l. p. chen,SIGMOD Rec.,1994,database research at columbia university,"shih-fu chang , luis gravano , gail e. kaiser , kenneth a. ross , salvatore j. stolfo",SIGMOD Rec.,1998
6604,0,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD,1998,unisql/x unified relational and object-oriented database system,won kim,SIGMOD,1994
6605,0,foundations of preferences in database systems,werner kießling,VLDB,2002,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",SIGMOD,1994
6606,0,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",ACM TODS,1994,an efficient method for checking object-oriented database schema correctness,"a. formica , h. d. groger , m. missikoff",ACM TODS,1998
6607,0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",VLDB,1994,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",SIGMOD,1998
6608,0,performance issues in incremental warehouse maintenance,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang",VLDB,2000,how to roll a join : asynchronous incremental view maintenance,"kenneth salem , kevin beyer , bruce lindsay , roberta cochrane",SIGMOD,2000
6609,1,investigating xquery for querying across database object types,nancy wiegand,SIGMOD Rec.,2002,investigating xquery for querying across database object types,nancy wiegand,SIGMOD Rec.,2002
6610,0,query unnesting in object-oriented databases,leonidas fegaras,SIGMOD,1998,the persistent cache : improving oid indexing in temporal object-oriented database systems,kjetil n &#248; rv &#229; g,VLDB,1999
6611,0,"title , preface to the special issue on persistent object systems",?,VLDBJ,1995,orthogonally persistent object systems,"malcolm atkinson , ronald morrison",VLDBJ,1995
6612,0,sap r/3 : a database application system ( tutorial ),"alfons kemper , florian matthes , donald kossmann",SIGMOD,1998,ldap directory services - just another database application ? ( tutorial session ),"shridhar shukla , anand deshpande",SIGMOD,2000
6613,0,the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",SIGMOD,1998,t2 : a customizable parallel database for multi-dimensional data,"chialin chang , anurag acharya , alan sussman , joel saltz",SIGMOD Rec.,1998
6614,0,converting relational to object-oriented databases,joseph fong,SIGMOD Rec.,1997,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",VLDBJ,2003
6615,1,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",SIGMOD,1999,query rewriting for semistructured data,"yannis papakonstantinou , vasilis vassalos",SIGMOD,1999
6616,0,the ins and outs ( and everthing in between ) of data warehousing,"donovan a. schneider , phillip m. fernandez",SIGMOD,1996,an overview of data warehousing and olap technology,"surajit chaudhuri , umeshwar dayal",SIGMOD Rec.,1997
6617,0,neurorule : a connectionist approach to data mining,"hongjun lu , huan liu , rudy setiono",VLDB,1995,sting : a statistical information grid approach to spatial data mining,"wei wang , jiong yang , richard r. muntz",VLDB,1997
6618,0,a scalable architecture for autonomous heterogeneous database interactions,"athman bouguettaya , steven milliner , mike p. papazoglou",VLDB,1995,hodfa : an architectural framework for homogenizing heterogeneous legacy databases,"kamalakar karlapalem , qing li , chung-dak shum",SIGMOD Rec.,1995
6619,0,integrating mining with relational database systems : alternatives and implications,"shiby thomas , rakesh agrawal , sunita sarawagi",SIGMOD,1998,vxmlr : a visual xml-relational database system,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",VLDB,2001
6620,0,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",VLDBJ,2002,efficient similarity search and classification via rank aggregation,"ronald fagin , ravi kumar , d. sivakumar",SIGMOD,2003
6621,0,querying xml views of relational data,"jerry kiernan , jayavel shanmugasundaram , catalina fan , eugene j. shekita , john funderburk",VLDB,2001,on the computation of relational view complements,"jens lechtenb &#246; rger , gottfried vossen",ACM TODS,2003
6622,0,the whips prototype for data warehouse creation and maintenance,"hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom",SIGMOD,1997,data extraction and transformation for the data warehouse,case squire,SIGMOD,1995
6623,1,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",SIGMOD,1997,maintenance of data cubes and summary tables in a warehouse,"inderpal singh mumick , dallan quass , barinderpal singh mumick",SIGMOD,1997
6624,1,generic schema matching with cupid,"philip a. bernstein , erhard rahm , jayant madhavan",VLDB,2001,generic schema matching with cupid,"jayant madhavan , philip a. bernstein , erhard rahm",VLDB,2001
6625,0,special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,daniel barbará,SIGMOD Rec.,2001,data management issues in electronic commerce : guest editor 's introduction,asuman dogac,SIGMOD Rec.,2002
6626,0,investigation of algebraic query optimisation techniques for database programming languages,"alexandra poulovassilis , carol small",VLDB,1994,a query language and optimization techniques for unstructured data,"peter buneman , susan davidson , gerd hillebrand , dan suciu",SIGMOD,1996
6627,1,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",VLDBJ,2001,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"changzhou wang , x. sean wang",VLDBJ,2001
6628,0,supporting efficient multimedia database exploration,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li",VLDBJ,2001,mpeg-7 and multimedia database systems,harald kosch,SIGMOD Rec.,2002
6629,0,gigascope : a stream database for network applications,"theodore johnson , charles d. cranor , oliver spatscheck , vladislav shkapenyuk",SIGMOD,2003,dbcache : database caching for web application servers,"mehmet altinel , qiong luo , sailesh krishnamurthy , c. mohan , hamid pirahesh , bruce g. lindsay , honguk woo , larry brown",SIGMOD,2002
6630,0,editor 's notes,ling liu,SIGMOD Rec.,2003,editorial,richard snodgrass,ACM TODS,2001
6631,0,efficient testing of high performance transaction processing systems,"d. wildfogel , ramana yerneni",VLDB,1997,efficient processing of joins on set-valued attributes,nikos mamoulis,SIGMOD,2003
6632,1,chorochronos : a research network for spatiotemporal database systems,"enrico nardelli , timos k. sellis , andrew u. frank , stéphane grumbach , hans-jörg schek , manolis koubarakis , michel scholl , ralf hartmut güting , barbara pernici , christian s. jensen , nikos a. lorentzos , babis theodoulidis , yannis manolopoulos , peter widmayer",SIGMOD Rec.,1999,chorochronos : a research network for spatiotemporal database systems,"andrew frank , stephane grumbach , ralf hartmut g &#252; ting , christian s. jensen , manolis koubarakis , nikos lorentzos , yannis manolopoulos , enrico nardelli , barbara pernici , hans-j &#246; rg schek , michel scholl , timos sellis , babis theodoulidis , peter widmayer",SIGMOD Rec.,1999
6633,0,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",VLDB,1995,query flocks : a generalization of association-rule mining,"dick tsur , jeffrey d. ullman , serge abiteboul , chris clifton , rajeev motwani , svetlozar nestorov , arnon rosenthal",SIGMOD,1998
6634,1,supporting dynamic displays using active rules,"oscar díaz , arturo jaime , ghassan al-qaimari , norman w. paton",SIGMOD Rec.,1994,supporting dynamic displays using active rules,"oscar d &#237; az , arturo jaime , norman w. paton , ghassan al-qaimari",SIGMOD Rec.,1994
6635,0,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",SIGMOD,1996,converting relational to object-oriented databases,joseph fong,SIGMOD Rec.,1997
6636,0,"a robust , optimization-based approach for approximate answering of aggregate queries","vivek r. narasayya , gautam das , surajit chaudhuri",SIGMOD,2001,answering queries with aggregation using views,"divesh srivastava , shaul dar , h. v. jagadish , alon y. levy",VLDB,1996
6637,1,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,SIGMOD Rec.,2000,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,SIGMOD Rec.,2000
6638,1,new tpc benchmarks for decision support and web commerce,"meikel pöss , chris floyd",SIGMOD Rec.,2000,new tpc benchmarks for decision support and web commerce,"meikel poess , chris floyd",SIGMOD Rec.,2000
6639,0,dbxplorer : enabling keyword search over relational databases,"gautam das , sanjay agrawal , surajit chaudhuri",SIGMOD,2002,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",SIGMOD,2003
6640,1,an internet-based negotiation server for e-commerce,"joachim hammer , youzhong liu , chunbo huang , yihua huang , herman lam , liu wang , haifei li , stanley y. w. su , charnyote pluempitiwiriyawej , minsoo lee",VLDBJ,2001,an internet-based negotiation server for e-commerce,"stanley y.w. su , chunbo huang , joachim hammer , yihua huang , haifei li , liu wang , youzhong liu , charnyote pluempitiwiriyawej , minsoo lee , herman lam",VLDBJ,2001
6641,0,birch : an efficient data clustering method for very large databases,"raghu ramakrishnan , miron livny , tian zhang",SIGMOD,1996,efficient index structures for string databases,"tamer kahveci , ambuj k. singh",VLDB,2001
6642,1,analysis of predictive spatio-temporal queries,"dimitris papadias , jimeng sun , yufei tao",ACM TODS,2003,analysis of predictive spatio-temporal queries,"yufei tao , jimeng sun , dimitris papadias",ACM TODS,2003
6643,0,incremental computation and maintenance of temporal aggregates,"jun yang , jennifer widom",VLDBJ,2003,incremental maintenance of externally materialized views,"martin staudt , matthias jarke",VLDB,1996
6644,1,a protein patent query system powered by kleisli,"jing chen , louxin zhang , limsoon wong",SIGMOD,1998,a protein patent query system powered by kleisli,"jing chen , limsoon wong , louxin zhang",SIGMOD,1998
6645,0,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",SIGMOD,2003,a scalable and highly available networked database architecture,"roger bamford , rafiul ahad , angelo pruscino",VLDB,1999
6646,1,flexible relations - operational support of variant relational structures,"peter dadam , christian kalus",VLDB,1995,flexible relations - operational support of variant relational structures,"christian kalus , peter dadam",VLDB,1995
6647,0,a predicate-based caching scheme for client-server database architectures,"julie basu , arthur m. keller",VLDBJ,1996,dbcache : middle-tier database caching for highly scalable e-business architectures,"christof bornh &#246; vd , mehmet altinel , sailesh krishnamurthy , c. mohan , hamid pirahesh , berthold reinwald",SIGMOD,2003
6648,1,keynote address,robert s. epstein,SIGMOD,1995,keynote address,robert s. epstein,SIGMOD,1995
6649,0,a content-based multimedia server for massively parallel architectures,"c. watson , g. linderman , euthimios panagos , t. walters , ion tim ieong , alexandros biliris , j. wang , s. choo , david schrader , p. colin , william o'connell , grace au",SIGMOD,1996,prospector : a content-based multimedia server for massively parallel architectures,"s. choo , w. o'connell , g. linerman , h. chen , k. ganapathy , a. biliris , e. panagos , d. schrader",SIGMOD,1996
6650,0,revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",SIGMOD,1997,distributed processing over stand-alone systems and applications,"gustavo alonso , claus hagen , hans-j &#246; rg schek , markus tresch",VLDB,1997
6651,1,cost-based optimization for magic : algebra and implementation,"hamid pirahesh , t. y. cliff leung , s. sudarshan , praveen seshadri , divesh srivastava , raghu ramakrishnan , joseph m. hellerstein , peter j. stuckey",SIGMOD,1996,cost-based optimization for magic : algebra and implementation,"praveen seshadri , joseph m. hellerstein , hamid pirahesh , t. y. cliff leung , raghu ramakrishnan , divesh srivastava , peter j. stuckey , s. sudarshan",SIGMOD,1996
6652,0,the ecrc multi database system,"heribert schütz , willem jonker",SIGMOD,1995,metu interoperable database system,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",SIGMOD Rec.,1995
6653,0,efficient and effective clustering methods for spatial data mining,"raymond t. ng , jiawei han",VLDB,1994,efficient filtering of xml documents for selective dissemination of information,"mehmet altinel , michael j. franklin",VLDB,2000
6654,0,efficient algorithms for processing xpath queries,"reinhard pichler , georg gottlob , christoph koch",VLDB,2002,cost-based selection of path expression processing algorithms in object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",VLDB,1996
6655,1,a prototype content-based retrieval system that uses virtual images to save space,"leonard brown , le gruenwald",VLDB,2001,a prototype content-based retrieval system that uses virtual images to save space,"leonard brown , le gruenwald",VLDB,2001
6656,0,caching technologies for web applications,c. mohan,VLDB,2001,oracle 's symmetric replication technology and implications for application design,"dean daniels , lip boon doo , alan downing , curtis elsbernd , gary hallmark , sandeep jain , bob jenkins , peter lim , gordon smith , benny souder , jim stamos",SIGMOD,1994
6657,0,tigukat : a uniform behavioral objectbase management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",VLDBJ,1995,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",SIGMOD Rec.,1997
6658,0,"very large databases : how large , how different ?",david vaskevitch,VLDB,1995,very large databases in a commercial application environment,karl-heinz hess,VLDB,1996
6659,0,minicon : a scalable algorithm for answering queries using views,"rachel pottinger , alon y. halevy",VLDBJ,2001,"optimizing queries using materialized views : a practical , scalable solution","jonathan goldstein , per - &#197; ke larson",SIGMOD,2001
6660,1,databases and visualization,daniel a. keim,SIGMOD,1996,databases and visualization,daniel a. keim,SIGMOD,1996
6661,1,a database model for object dynamics,"mike p. papazoglou , bernd j. krämer",VLDBJ,1997,a database model for object dynamics,"m. p. papazoglou , b. j. kr &#228; mer",VLDBJ,1997
6662,0,foundations of preferences in database systems,werner kießling,VLDB,2002,nsf workshop on industrial/academic cooperation in database systems,"mike carey , len seligman",SIGMOD Rec.,1999
6663,0,combi-operator : database support for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich",VLDB,2003,datablitz storage manager : main-memory database performance for critical applications,"j. baulier , p. bohannon , s. gogate , c. gupta , s. haldar",SIGMOD,1999
6664,0,the network is the database : data management for highly distributed systems,"michael j. wynblatt , julio c. navas",SIGMOD,2001,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996
6665,1,business-to-business interactions : issues and enabling technologies,"anne h. h. ngu , athman bouguettaya , brahim medjahed , ahmed k. elmagarmid , boualem benatallah",VLDBJ,2003,business-to-business interactions : issues and enabling technologies,"b. medjahed , b. benatallah , a. bouguettaya , a. h. h. ngu , a. k. elmagarmid",VLDBJ,2003
6666,0,user-adaptive exploration of multidimensional data,sunita sarawagi,VLDB,2000,xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets,"elke a. rundensteiner , matthew o. ward , jing yang , punit r. doshi",SIGMOD,2002
6667,1,cost estimation of user-defined methods in object-relational database systems,"kinji ono , jihad boulos",SIGMOD Rec.,1999,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",SIGMOD Rec.,1999
6668,0,spartan : a model-based semantic compression system for massive data tables,"shivnath babu , rajeev rastogi , minos n. garofalakis",SIGMOD,2001,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",SIGMOD,1995
6669,0,data mining with optimized two-dimensional association rules,"takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",ACM TODS,2001,communication-efficient distributed mining of association rules,"assaf schuster , ran wolff",SIGMOD,2001
6670,0,panel : querying networked databases,"divesh srivastava , nick koudas",SIGMOD,2003,databases for networks,h. v. jagadish,SIGMOD,1994
6671,0,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",SIGMOD,1997,supply chain infrastructures : system integration and information sharing,"michael o. ball , meng ma , louiqa raschid , zhengying zhao",SIGMOD Rec.,2002
6672,0,estimating the selectivity of spatial queries using the ` correlation ' fractal dimension,"christos faloutsos , alberto belussi",VLDB,1995,multi-dimensional selectivity estimation using compressed histogram information,"ju-hong lee , deok-hwan kim , chin-wan chung",SIGMOD,1999
6673,0,query processing in tertiary memory databases,sunita sarawagi,VLDB,1995,coalescing in temporal databases,"michael h. b &#246; hlen , richard thomas snodgrass , michael d. soo",VLDB,1996
6674,1,priority assignment in real-time active databases,"rajendran m. sivasankaran , bhaskar purimetla , john a. stankovic , krithi ramamritham , donald f. towsley",VLDBJ,1996,priority assignment in real-time active databases,"rajendran m. sivasankaran , john a. stankovic , don towsley , bhaskar purimetla , krithi ramamritham",VLDBJ,1996
6675,0,answering queries using views : a survey,alon y. halevy,VLDBJ,2001,a scalable algorithm for answering queries using views,"rachel pottinger , alon y. levy",VLDB,2000
6676,0,guest editorial,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",VLDBJ,2003,editorial,richard snodgrass,ACM TODS,2001
6677,0,parallel database systems in the 1990 's,michael j. carey,SIGMOD,1994,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",SIGMOD,1995
6678,0,webview materialization,"nick roussopoulos , alexandros labrinidis",SIGMOD,2000,information visualization,"tiziana catarci , isabel f. cruz",SIGMOD Rec.,1996
6679,1,os support for vldbs : unix enhancements for the teradata data base,"sorana rabinovici , john catozzi",VLDB,1995,os support for vldbs : unix enhancements for the teradata data base,"john catozzi , sorana rabinovici",VLDB,1995
6680,0,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",SIGMOD Rec.,1997,vqbd : exploring semistructured data,"sudarshan s. chawathe , thomas baby , jihwang yoo",SIGMOD,2001
6681,0,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",SIGMOD,1998,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",VLDB,1999
6682,0,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",ACM TODS,1999,state of the art in workflow management research and products,c. mohan,SIGMOD,1996
6683,0,index nesting - an efficient approach to indexing in object-oriented databases,"jiawei han , beng chin ooi , hongjun lu , kian-lee tan",VLDBJ,1996,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",VLDB,1995
6684,0,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",SIGMOD,2003,a fast index for semistructured data,"brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",VLDB,2001
6685,0,temporal conditions and integrity constraints in active database systems,"ouri wolfson , a. prasad sistla",SIGMOD,1995,capturing both types and constraints in data integration,"michael benedikt , chee-yong chan , wenfei fan , juliana freire , rajeev rastogi",SIGMOD,2003
6686,0,integration of heterogeneous databases without common domains using queries based on textual similarity,william w. cohen,SIGMOD,1998,semantic integration in heterogeneous databases using neural networks,"wen-syan li , chris clifton",VLDB,1994
6687,1,integrating reliable memory in databases,"peter m. chen , wee teck ng",VLDB,1997,integrating reliable memory in databases,"wee teck ng , peter m. chen",VLDB,1997
6688,0,efficient mining of xml query patterns for caching,"liang huai yang , mong-li lee , wynne hsu",VLDB,2003,genesys : a system for efficient spatial query processing,"thomas brinkhoff , hans-peter kriegel , ralf schneider , bernhard seeger",SIGMOD,1994
6689,0,aqua : a fast decision support systems using approximate query answers,"swarup acharya , phillip b. gibbons , viswanath poosala",VLDB,1999,approximate query processing using wavelets,"kaushik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",VLDBJ,2001
6690,0,multi-dimensional database allocation for parallel data warehouses,"holger märtens , erhard rahm , thomas stöhr",VLDB,2000,a foundation for multi-dimensional databases,"marc gyssens , laks v. s. lakshmanan",VLDB,1997
6691,0,data management challenges in crm,george colliat,SIGMOD,2003,data management issues in electronic commerce,asuman dogac,SIGMOD Rec.,2002
6692,1,managing multiple and distributed ontologies on the semantic web,"boris motik , alexander maedche , ljiljana stojanovic",VLDBJ,2003,managing multiple and distributed ontologies on the semantic web,"a. maedche , b. motik , l. stojanovic",VLDBJ,2003
6693,0,semantic integration of semistructured and structured data sources,"sonia bergamaschi , maurizio vincini , silvana castano",SIGMOD Rec.,1999,semantic b2b integration : issues in ontology-based approaches,"zhan cui , dean jones , paul o'brien",SIGMOD Rec.,2002
6694,0,space-efficient online computation of quantile summaries,"sanjeev khanna , michael greenwald",SIGMOD,2001,efficient computation of iceberg cubes with complex measures,"jiawei han , jian pei , guozhu dong , ke wang",SIGMOD,2001
6695,0,"ratio rules : a new paradigm for fast , quantifiable data mining","yannis kotidis , christos faloutsos , flip korn , alexandros labrinidis",VLDB,1998,scalable parallel data mining for association rules,"eui-hong han , george karypis , vipin kumar",SIGMOD,1997
6696,0,sonar : system for optimized numeric associationrules,"takeshi tokuyama , takeshi fukuda , yasuhiko morimoto , shinichi morishita",SIGMOD,1996,data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",ACM TODS,2001
6697,0,parametric query optimization for linear and piecewise linear cost functions,"s. sudarshan , arvind hulgeri",VLDB,2002,query optimization for selections using bitmaps,ming-chuan wu,SIGMOD,1999
6698,0,infomaster : an information integration system,"arthur m. keller , michael r. genesereth , oliver m. duschka",SIGMOD,1997,www-udk : a web-based environmental meta-information system,"ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm",SIGMOD Rec.,1997
6699,0,alphasort : a risc machine sort,"david b. lomet , jim gray , zarka cvetanovic , chris nyberg , tom barclay",SIGMOD,1994,alphasort : a cache-sensitive parallel external sort,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",VLDBJ,1995
6700,0,software as a service : asp and asp aggregation,christoph bussler,SIGMOD,2002,eager aggregation and lazy aggregation,"weipeng p. yan , per - &#197; ke larson",VLDB,1995
6701,0,cmvf : a novel dimension reduction scheme for efficient indexing in a large image database,"john shepherd , quan z. sheng , du q. huynh , jialie shen , anne h. h. ngu",SIGMOD,2003,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",SIGMOD,2001
6702,0,book review column,karl aberer,SIGMOD Rec.,2002,book review column,karl aberer,SIGMOD Rec.,2003
6703,0,rule languages and internal algebras for rule-based optimizers,"mitch cherniack , stanley b. zdonik",SIGMOD,1996,cost-based optimization for magic : algebra and implementation,"praveen seshadri , joseph m. hellerstein , hamid pirahesh , t. y. cliff leung , raghu ramakrishnan , divesh srivastava , peter j. stuckey , s. sudarshan",SIGMOD,1996
6704,0,"integrating temporal , real-time , and active databases","john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley",SIGMOD Rec.,1996,integrating triggers and declarative constraints in sql database sytems,"roberta cochrane , hamid pirahesh , nelson mendon &#231; a mattos",VLDB,1996
6705,0,reminiscences on influential papers,"christos h. papadimitriou , anant jhingran , yannis e. ioannidis , kenneth a. ross",SIGMOD Rec.,2000,influential papers,ken ross,SIGMOD Rec.,2003
6706,0,a graphical query language for mobile information systems,ya-hui chang,SIGMOD Rec.,2003,challenges for global information systems,"alon y. levy , abraham silberschatz , divesh srivastava , maria zemankova",VLDB,1994
6707,0,parallel database systems in the 1990 's,michael j. carey,SIGMOD,1994,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",VLDBJ,1997
6708,0,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996,on supporting containment queries in relational database management systems,"chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman",SIGMOD,2001
6709,0,on the minimization of xpath queries,"elio masciari , sergio flesca , filippo furfaro",VLDB,2003,probabilistic optimization of top n queries,"donko donjerkovic , raghu ramakrishnan",VLDB,1999
6710,0,terraserver : a spatial data warehouse,"donald r. slutz , jim gray , tom barclay",SIGMOD,2000,concurrency in the data warehouse,richard taylor,VLDB,2000
6711,1,methodology for development and employment of ontology based knowledge management applications,"steffen staab , rudi studer , york sure",SIGMOD Rec.,2002,methodology for development and employment of ontology based knowledge management applications,"york sure , steffen staab , rudi studer",SIGMOD Rec.,2002
6712,1,book review column,karl aberer,SIGMOD Rec.,2002,book review column,karl aberer,SIGMOD Rec.,2002
6713,0,revisiting commit processing in distributed database systems,"krithi ramamritham , jayant r. haritsa , ramesh gupta",SIGMOD,1997,mariposa : a wide-area distributed database system,"michael stonebraker , paul m. aoki , witold litwin , avi pfeffer , adam sah , jeff sidell , carl staelin , andrew yu",VLDBJ,1996
6714,0,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",VLDBJ,2003,static detection of security flaws in object-oriented databases,keishi tajima,SIGMOD,1996
6715,0,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",SIGMOD,2001,rainbow : multi-xquery optimization using materialized xml views,"xin zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner",SIGMOD,2003
6716,0,a layered architecture for querying dynamic web content,"hasan davulcu , michael kifer , i. v. ramakrishnan , juliana freire",SIGMOD,1999,enabling dynamic content caching for database-driven web sites,"k. sel &#231; uk candan , wen-syan li , qiong luo , wang-pin hsiung , divyakant agrawal",SIGMOD,2001
6717,0,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",SIGMOD Rec.,1997,incremental maintenance for materialized views over semistructured data,"serge abiteboul , jason mchugh , michael rys , vasilis vassalos , janet l. wiener",VLDB,1998
6718,0,online association rule mining,christian hidber,SIGMOD,1999,communication-efficient distributed mining of association rules,"assaf schuster , ran wolff",SIGMOD,2001
