id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
11342,0,955,fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,782,query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999
11343,0,883,adaptable similarity search using non-relevant information,"t. v. ashwin , rahul gupta , sugata ghosal",vldb,2002,1395,similarity search for adaptive ellipsoid queries using spatial transformation,"yasushi sakurai , masatoshi yoshikawa , ryoji kataoka , shunsuke uemura",very large data bases,2001
11344,0,55,data modelling in the large,martin bertram,sigmod record,1994,609,data modelling versus ontology engineering,"peter spyns , robert meersman , mustafa jarrar",acm sigmod record,2002
11345,0,815,incremental maintenance of externally materialized views,"martin staudt , matthias jarke",vldb,1996,539,fast incremental maintenance of approximate histograms,"phillip b. gibbons , yossi matias , viswanath poosala",acm transactions on database systems ( tods ),2002
11346,1,1751,context-based prefetch - an optimization for implementing objects on relations,"david shutt , philip a. bernstein , shankar pal",vldb j.,2000,1273,context-based prefetch - an optimization for implementing objects on relations,"philip a. bernstein , shankar pal , david shutt",the vldb journal -- the international journal on very large data bases,2000
11347,0,1119,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,1579,an annotated bibliography of benchmarks for object databases,akmal b. chaudhri,acm sigmod record,1995
11348,0,2506,who needs xml databases ?,sophie cluet,vldb,2003,568,why and how to benchmark xml databases,"albrecht schmidt , florian waas , martin kersten , daniela florescu , michael j. carey , ioana manolescu , ralph busse",acm sigmod record,2001
11349,0,1439,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999,1254,opt + + : an object-oriented implementation for extensible database query optimization,"navin kabra , david j. dewitt",the vldb journal -- the international journal on very large data bases,1999
11350,0,2413,an overview of repository technology,"philip a. bernstein , umeshwar dayal",vldb,1994,1541,an overview of db2 parallel edition,"chaitanya baru , gilles fecteau",international conference on management of data,1995
11351,0,955,fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,1940,modularization techniques for active rules design,"elena baralis , stefano ceri , stefano paraboschi",acm transactions on database systems ( tods ),1996
11352,0,2402,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",sigmod record,2003,2250,data grid management systems,"arun jagatheesan , arcot rajasekar",international conference on management of data,2003
11353,0,1324,evaluating queries with generalized path expressions,"guido moerkotte , sophie cluet , vassilis christophides",sigmod conference,1996,1229,efficient filtering of xml documents with xpath expressions,"c.-y . chan , p. felber , m. garofalakis , r. rastogi",the vldb journal -- the international journal on very large data bases,2002
11354,1,1664,query optimization for xml,"jason mchugh , jennifer widom",vldb,1999,782,query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999
11355,0,94,space optimization in deductive databases,"s. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm trans . database syst .,1995,1945,tail recursion elimination in deductive databases,kenneth a. ross,acm transactions on database systems ( tods ),1996
11356,0,1105,pixel-oriented database visualizations,daniel a. keim,sigmod record,1996,1915,converting relational to object-oriented databases,joseph fong,acm sigmod record,1997
11357,0,2224,lore : a database management system for semistructured data,"roy goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod record,1997,53,dynamat : a dynamic view management system for data warehouses,"yannis kotidis , nick roussopoulos",international conference on management of data,1999
11358,0,2123,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",sigmod conference,1999,639,tigukat : a uniform behavioral objectbase management system,"m. tamer &#214; zsu , randal peters , duane szafron , boman irani , anna lipka , adriana mu &#241; oz",the vldb journal -- the international journal on very large data bases,1995
11359,0,1233,efficient algorithms for processing xpath queries,"reinhard pichler , georg gottlob , christoph koch",vldb,2002,444,efficient algorithms for mining outliers from large data sets,"sridhar ramaswamy , rajeev rastogi , kyuseok shim",international conference on management of data,2000
11360,0,1658,re-tree : an efficient index structure for regular expressions,"rajeev rastogi , minos n. garofalakis , chee yong chan",vldb,2002,1406,indexing and querying xml data for regular path expressions,"quanzhong li , bongki moon",very large data bases,2001
11361,1,2423,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , raymond t. ng , carson kai-sang leung",acm trans . database syst .,2003,2171,efficient dynamic mining of constrained frequent sets,"laks v. s. lakshmanan , carson kai-sang leung , raymond t. ng",acm transactions on database systems ( tods ),2003
11362,0,1901,geominer : a system prototype for spatial data mining,"jiawei han , nebojsa stefanovic , krzysztof koperski",sigmod conference,1997,140,multimediaminer : a system prototype for multimedia data mining,"osmar r. za &#239; ane , jiawei han , ze-nian li , sonny h. chee , jenny y. chiang",international conference on management of data,1998
11363,0,2244,guest editor 's introduction,karl aberer,sigmod record,2003,2101,guest editorial,"amr el abbadi , gunter schlageter , kyu-young whang",the vldb journal -- the international journal on very large data bases,2001
11364,0,2054,oracle xml db repository,viswanathan krishnamurthy,sigmod conference,2003,938,views in a large-scale xml repository,"vincent aguilera , sophie cluet , tova milo , pierangelo veltri , dan vodislav",the vldb journal -- the international journal on very large data bases,2002
11365,0,341,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",sigmod conference,1994,1885,unisql 's next-generation object-relational database management system,"albert d'andrea , phil janus",acm sigmod record,1996
11366,0,1284,answering complex sql queries using automatic summary tables,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis",sigmod conference,2000,455,theory of answering queries using views,alon y. halevy,acm sigmod record,2000
11367,0,992,optimizing queries on files,"tova milo , mariano p. consens",sigmod conference,1994,370,optimizing object queries using an effective calculus,"leonidas fegaras , david maier",acm transactions on database systems ( tods ),2000
11368,0,1920,efficient evaluation of xml middle-ware queries,"mary f. fernandez , dan suciu , atsuyuki morishima",sigmod conference,2001,1266,progressive evaluation of nested aggregate queries,"kian-lee tan , cheng hian goh , beng chin ooi",the vldb journal -- the international journal on very large data bases,2000
11369,1,216,push technology personalization through event correlation,"asaf adi , david botzer , tali yatzkar-haham , opher etzion",vldb,2000,885,push technology personalization through event correlation,"asaf adi , david botzer , opher etzion , tali yatzkar-haham",very large data bases,2000
11370,0,1735,"preference sql - design , implementation , experiences","gerhard köstler , werner kießling",vldb,2002,1052,the design and implementation of a sequence database system,"praveen seshadri , miron livny , raghu ramakrishnan",very large data bases,1996
11371,1,741,delivering high availability for inktomi search engines,eric a. brewer,sigmod conference,1998,157,delivering high availability for inktomi search engines,eric a. brewer,international conference on management of data,1998
11372,0,2129,promises and realities of active database systems,"eric simon , angelika kotz dittrich",vldb,1995,1829,secure transaction processing in firm real-time database systems,"binto george , jayant haritsa",international conference on management of data,1997
11373,0,1705,guest editor 's introduction,asuman dogac,sigmod record,1998,2184,guest editorial,"vijay atluri , anupam joshi , yelena yesha",the vldb journal -- the international journal on very large data bases,2003
11374,1,526,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000,418,the onion technique : indexing for linear optimization queries,"yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith",international conference on management of data,2000
11375,0,1071,incremental distance join algorithms for spatial databases,"gísli r. hjaltason , hanan samet",sigmod conference,1998,1238,adaptive algorithms for set containment joins,"sergey melnik , hector garcia-molina",acm transactions on database systems ( tods ),2003
11376,1,86,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 )","krishna kant , prasant mohapatra",sigmod record,2000,499,workshop on performance and architecture of web servers,"krishna kant , prasant mohapatra",acm sigmod record,2000
11377,0,1533,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994,2063,dynamic sample selection for approximate query processing,"brian babcock , surajit chaudhuri , gautam das",international conference on management of data,2003
11378,0,1235,agent-based semantic interoperability in infosleuth,"bruce bargmeyer , brad perry , jerry fowler , marian h. nodine",sigmod record,1999,1823,infosleuth : agent-based semantic integration of information in open and dynamic environments,"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. helal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk",international conference on management of data,1997
11379,0,1997,performance of future database systems : bottlenecks and bonananzas,chaitanya k. baru,vldb,1996,1114,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995
11380,0,695,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sigmod conference,2000,1479,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",very large data bases,1995
11381,0,1542,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1997,346,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2002
11382,1,1704,design principles for data-intensive web sites,"piero fraternali , stefano paraboschi , stefano ceri",sigmod record,1999,99,design principles for data-intensive web sites,"stefano ceri , piero fraternali , stefano paraboschi",acm sigmod record,1999
11383,0,1108,semantics for update rule programs and implementations in a relational database management system,"louiqa raschid , jorge lobo",acm trans . database syst .,1996,1600,temporal database system implementations,michael h. b &#246; hlen,acm sigmod record,1995
11384,1,449,management of multidimensional discrete data,peter baumann,vldb j.,1994,586,management of multidimensional discrete data,peter baumann,the vldb journal -- the international journal on very large data bases,1994
11385,0,789,electronic commerce : tutorial,"nabil r. adam , yelena yesha",sigmod conference,1998,56,data management issues in electronic commerce,m. tamer &#214; zsu,international conference on management of data,1999
11386,1,846,online index rebuild,"hanuma kodavalla , nagavamsi ponnekanti",sigmod conference,2000,435,online index rebuild,"nagavamsi ponnekanti , hanuma kodavalla",international conference on management of data,2000
11387,0,2008,description logics for semantic query optimization in object-oriented database systems,"claudio sartori , sonia bergamaschi , domenico beneventano",acm trans . database syst .,2003,591,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994
11388,0,1747,minicon : a scalable algorithm for answering queries using views,"rachel pottinger , alon y. halevy",vldb j.,2001,316,generating efficient plans for queries using views,"foto n. afrati , chen li , jeffrey d. ullman",international conference on management of data,2001
11389,0,1694,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,"florian krebs , christian böhm , bernhard braunmüller , hans-peter kriegel",sigmod conference,2001,950,parallel algorithms for high-dimensional similarity joins for data mining applications,"john c. shafer , rakesh agrawal",very large data bases,1997
11390,1,2218,the n-tier hub technology,"rainer a. sommer , david bailey , thomas r. gulledge",sigmod record,2002,351,the n-tier hub technology,"rainer a. sommer , thomas r. gulledge , david bailey",acm sigmod record,2002
11391,0,1329,act-net - the active database management system manifesto : a rulebase of adbms features,?,sigmod record,1996,1898,the mariposa distributed database management system,jeff sidell,acm sigmod record,1996
11392,1,522,understanding the global semantics of referential actions using logic rules,"wolfgang may , bertram ludäscher",acm trans . database syst .,2002,537,understanding the global semantics of referential actions using logic rules,"wolfgang may , bertram lud &#228; scher",acm transactions on database systems ( tods ),2002
11393,0,1753,an introduction to spatial database systems,ralf hartmut güting,vldb j.,1994,576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
11394,0,1284,answering complex sql queries using automatic summary tables,"roberta cochrane , hamid pirahesh , monica urata , markos zaharioudakis , george lapis",sigmod conference,2000,436,maintenance of cube automatic summary tables,"wolfgang lehner , richard sidle , hamid pirahesh , roberta wolfgang cochrane",international conference on management of data,2000
11395,0,1477,on the discovery of interesting patterns in association rules,"sridhar ramaswamy , sameer mahajan , abraham silberschatz",vldb,1998,1771,mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998
11396,0,470,a database system for real-time event aggregation in telecommunication,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",vldb,1998,1522,paradise : a database system for gis applications,corporate the paradise team,international conference on management of data,1995
11397,0,932,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",sigmod conference,1999,855,capturing and querying multiple aspects of semistructured data,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",very large data bases,1999
11398,0,1480,distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002,1751,inferring structure in semistructured data,"svetlozer nestorov , serge abiteboul , rajeev motwani",acm sigmod record,1997
11399,0,769,process automation as the foundation for e-business,"fabio casati , ming-chien shan",vldb,2000,267,content integration for e-business,"michael stonebraker , joseph m. hellerstein",international conference on management of data,2001
11400,0,452,"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,2003,1601,report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",acm sigmod record,1995
11401,0,1411,functional-join processing,"reinhard braumandl , alfons kemper , donald kossmann , jens claußen",vldb j.,2000,1669,relaxed transaction processing,"munindar p. singh , christine tomlinson , darrell woelk",international conference on management of data,1994
11402,0,1317,efficient algorithms for mining outliers from large data sets,"kyuseok shim , sridhar ramaswamy , rajeev rastogi",sigmod conference,2000,430,efficient and extensible algorithms for multi query optimization,"prasan roy , s. seshadri , s. sudarshan , siddhesh bhobe",international conference on management of data,2000
11403,0,15,sprint : a scalable parallel classifier for data mining,"john c. shafer , rakesh agrawal , manish mehta",vldb,1996,1242,netcube : a scalable tool for fast data mining and compression,"dimitris margaritis , christos faloutsos , sebastian thrun",very large data bases,2001
11404,0,959,the dedale system for complex spatial queries,"luc segoufin , philippe rigaux , stéphane grumbach",sigmod conference,1998,2055,location-based spatial queries,"jun zhang , manli zhu , dimitris papadias , yufei tao , dik lun lee",international conference on management of data,2003
11405,0,1075,semantic interoperability in information services : experiencing with coopware,avigdor gal,sigmod record,1999,126,agent-based semantic interoperability in infosleuth,"jerry fowler , brad perry , marian nodine , bruce bargmeyer",acm sigmod record,1999
11406,0,1891,bottom-up computation of sparse and iceberg cubes,"kevin s. beyer , raghu ramakrishnan",sigmod conference,1999,470,efficient computation of iceberg cubes with complex measures,"jiawei han , jian pei , guozhu dong , ke wang",international conference on management of data,2001
11407,0,1533,sequence query processing,"raghu ramakrishnan , miron livny , praveen seshadri",sigmod conference,1994,1017,low-cost compensation-based query processing,"&#216; ystein gr &#248; vlen , svein-olaf hvasshovd , &#216; ystein torbj &#248; rnsen",very large data bases,1998
11408,0,2573,languages for multi-database interoperability,"laks v. s. lakshmanan , frédéric gingras , nematollaah shiri , despina papoulis , iyer n. subramanian",sigmod conference,1997,1665,a language based multidatabase system,"eva k &#252; hn , thomas tschernko , konrad schwarz",international conference on management of data,1994
11409,1,495,modeling design versions,"d. janaki ram , r. ramakrishnan",vldb,1996,1103,modeling design versions,"r. ramakrishnan , d. janaki ram",very large data bases,1996
11410,1,1397,guest editorial : databases and the web,"alberto o. mendelzon , paolo atzeni",vldb j.,2000,1216,guest editorial,"paolo atzeni , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2000
11411,1,2160,an annotated bibliography of benchmarks for object databases,akmal b. chaudhri,sigmod record,1995,1579,an annotated bibliography of benchmarks for object databases,akmal b. chaudhri,acm sigmod record,1995
11412,1,133,java and relational databases : sqlj ( tutorial ),"johannes klein , richard pledereder , gray clossman , brian becker , phil shaw , mark hapner",sigmod conference,1998,176,java and relational databases ( tutorial ) : sqlj,"gray clossman , phil shaw , mark hapner , johannes klein , richard pledereder , brian becker",international conference on management of data,1998
11413,0,1047,managing a db2 parallel edition database,gilles fecteau,vldb,1995,1472,managing intra-operator parallelism in parallel database systems,"manish mehta , david j. dewitt",very large data bases,1995
11414,0,2108,"olap , relational , and multidimensional database systems",george colliat,sigmod record,1996,1600,temporal database system implementations,michael h. b &#246; hlen,acm sigmod record,1995
11415,0,2470,editorial,richard t. snodgrass,acm trans . database syst .,2001,1686,a tsql2 tutorial,"richard thomas snodgrass , ilsoo ahn , gad ariav , don batory , james clifford , curtis e. dyreson , ramez elmasri , fabio grandi , christian s. jensen , wolfgang k &#228; fer , nick kline , krishna kulkarni , t. y. cliff leung , nikos lorentzos , john f. roddick , arie segev , michael d. soo , suryanarayana m. sripada",acm sigmod record,1994
11416,0,2496,editor 's notes,ling liu,sigmod record,2003,917,editorial,"peter apers , stefano ceri , richard snodgrass",the vldb journal -- the international journal on very large data bases,2002
11417,0,2601,reminiscences on influential papers,"kaladhar voruganti , renée j. miller , kenneth a. ross , flip korn",sigmod record,2002,547,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2001
11418,0,2473,"research and practice in federated information systems , report of the efis ' 2000 international workshop","ralf-detlef kutsche , geert-jan houben , mark roantree , bodo rieger , wilhelm hasselbring , kazimierz subieta , willem-jan van den heuvel",sigmod record,2000,501,report on second international workshop on advanced issues of e-commerce and web-based information systems,"kun-lung wu , philip s. yu",acm sigmod record,2000
11419,0,2526,similarity based retrieval of pictures using indices on spatial relationships,"chengwen liu , a. prasad sistla , clement t. yu , king liu",vldb,1995,1413,storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",very large data bases,2001
11420,0,778,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",sigmod record,1997,48,storing semistructured data with stored,"alin deutsch , mary fernandez , dan suciu",international conference on management of data,1999
11421,1,212,webfilter : a high-throughput xml-based publish and subscribe system,"françoise fabret , dennis shasha , hans-arno jacobsen , françois llirbat , joão pereira",vldb,2001,1310,webfilter : a high-throughput xml-based publish and subscribe system,"jo &#227; o pereira , fran &#231; oise fabret , hans-arno jacobsen , fran &#231; ois llirbat , dennis shasha",very large data bases,2001
11422,0,1771,watermarking relational databases,"rakesh agrawal , jerry kiernan",vldb,2002,110,distance browsing in spatial databases,"g &#237; sli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),1999
11423,0,2518,storage and retrieval of xml data using relational databases,"surajit chaudhuri , kyuseok shim",vldb,2001,1439,similarity based retrieval of pictures using indices on spatial relationships,"a. prasad sistla , clement t. yu , chengwen liu , king liu",very large data bases,1995
11424,0,2108,"olap , relational , and multidimensional database systems",george colliat,sigmod record,1996,2240,relational data sharing in peer-based data management systems,"beng chin ooi , yanfeng shu , kian-lee tan",acm sigmod record,2003
11425,0,1164,querying atsql databases with temporal logic,"jan chomicki , david toman , michael h. böhlen",acm trans . database syst .,2001,1024,querying a multilevel database : a logical analysis,fr &#233; d &#233; ric cuppens,very large data bases,1996
11426,0,1611,ordered shared locks for real-time databases,"richard jeffers , divyakant agrawal , amr el abbadi , lijing lin",vldb j.,1995,373,"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",acm sigmod record,1996
11427,0,1215,online association rule mining,christian hidber,sigmod conference,1999,1042,a new sql-like operator for mining association rules,"rosa meo , giuseppe psaila , stefano ceri",very large data bases,1996
11428,0,146,scalable parallel data mining for association rules,"eui-hong han , vipin kumar , george karypis",sigmod conference,1997,328,data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",acm transactions on database systems ( tods ),2001
11429,1,1968,unql : a query language and algebra for semistructured data based on structural recursion,"mary f. fernandez , peter buneman , dan suciu",vldb j.,2000,1276,unql : a query language and algebra for semistructured data based on structural recursion,"peter buneman , mary fernandez , dan suciu",the vldb journal -- the international journal on very large data bases,2000
11430,0,20,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,sigmod record,2002,1601,report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",acm sigmod record,1995
11431,0,209,guest editorial,"vijay atluri , anupam joshi , yelena yesha",vldb j.,2003,917,editorial,"peter apers , stefano ceri , richard snodgrass",the vldb journal -- the international journal on very large data bases,2002
11432,0,2095,query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996,1560,an aspect of query optimization in multidatabase systems,"chiang lee , chia-jung chen , hongjun lu",acm sigmod record,1995
11433,0,920,chair 's message,richard t. snodgrass,sigmod record,1999,542,treasurer 's message,joachim hammer,acm sigmod record,2002
11434,0,1021,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
11435,0,1514,the sr-tree : an index structure for high-dimensional nearest neighbor queries,"norio katayama , shin ` ichi satoh",sigmod conference,1997,850,the a-tree : an index structure for high-dimensional spaces using relative approximation,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",very large data bases,2000
11436,0,368,fast parallel similarity search in multimedia databases,"christian böhm , bernhard braunmüller , hans-peter kriegel , daniel a. keim , stefan berchtold",sigmod conference,1997,49,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,international conference on management of data,1999
11437,0,987,open object database management systems,josé a. blakeley,sigmod conference,1994,903,a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hong-jiang zhang",acm sigmod record,2003
11438,0,385,query optimization for selections using bitmaps,ming-chuan wu,sigmod conference,1999,1218,learning response time for websources using query feedback and application in query optimization,"jean-robert gruser , louiqa raschid , vladimir zadorozhny , tao zhan",the vldb journal -- the international journal on very large data bases,2000
11439,0,992,optimizing queries on files,"tova milo , mariano p. consens",sigmod conference,1994,1170,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",the vldb journal -- the international journal on very large data bases,1998
11440,0,5,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,sigmod conference,1999,1191,efficient similarity search for market basket data,"alexandros nanopoulos , yannis manolopoulos",the vldb journal -- the international journal on very large data bases,2002
11441,1,1491,declarative updates of relational databases,weidong chen,acm trans . database syst .,1995,1650,declarative updates of relational databases,weidong chen,acm transactions on database systems ( tods ),1995
11442,0,667,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003,565,research activities in database management and information retrieval at university of illinois at chicago,"isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",acm sigmod record,2002
11443,0,1854,a raster approximation for processing of spatial joins,"jano moreira de souza , geraldo zimbrao",vldb,1998,219,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",international conference on management of data,1999
11444,0,2540,join index hierarchies for supporting efficient navigations in object-oriented databases,"jiawei han , zhaohui xie",vldb,1994,1479,a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",very large data bases,1995
11445,0,861,a multidatabase system for tracking and retrieval of financial data,"munir cochinwala , john bradley",vldb,1994,2019,a system for watermarking relational databases,"rakesh agrawal , peter j. haas , jerry kiernan",international conference on management of data,2003
11446,1,2434,estimating page fetches for index scans with finite lru buffers,"k. bernhard schiefer , arun n. swami",vldb j.,1995,615,estimating page fetches for index scans with finite lru buffers,"arun swami , k. bernhard schiefer",the vldb journal -- the international journal on very large data bases,1995
11447,0,1753,an introduction to spatial database systems,ralf hartmut güting,vldb j.,1994,1318,vxmlr : a visual xml-relational database system,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",very large data bases,2001
11448,0,31,scientific databases - state of the art and future directions,"yannis e. ioannidis , maria zemankova",vldb,1994,1431,pc database systems - present and future,philip a. bernstein,very large data bases,1994
11449,0,1361,integrating modelling systems for environmental management information systems,"david j. abel , dean kuo , kerry l. taylor",sigmod record,1997,1905,uis-management of data and services in the environmental information systems of baden-w &#252; rttemberg,"wolf-fritz riekert , roland mayer-f &#246; ll , gerlinde wiest",acm sigmod record,1997
11450,1,42,generating call-level interfaces for advanced database application programming,"theo härder , norbert ritter , udo nink",vldb,1999,845,generating call-level interfaces for advanced database application programming,"udo nink , theo h &#228; rder , norbert ritter",very large data bases,1999
11451,0,254,combining fuzzy information : an overview,ronald fagin,sigmod record,2002,2026,data quality and data cleaning : an overview,"theodore johnson , tamraparni dasu",international conference on management of data,2003
11452,0,320,coloring away communication in parallel query optimization,"rajeev motwani , waqar hasan",vldb,1995,1878,open issues in parallel query optimization,"waqar hasan , daniela florescu , patrick valduriez",acm sigmod record,1996
11453,0,1043,mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",sigmod conference,1996,448,using quantitative information for efficient association rule generation,"b. p &#244; ssas , m. carvalho , r. resende , w. meita , jr.",acm sigmod record,2000
11454,0,2062,optimizing multiple dimensional queries simultaneously in multidimensional databases,"jeffrey xu yu , weifa liang , maria e. orlowska",vldb j.,2000,1818,an array-based algorithm for simultaneous multidimensional aggregates,"yihong zhao , prasad m. deshpande , jeffrey f. naughton",international conference on management of data,1997
11455,0,205,exploiting constraint-like data characterizations in query optimization,"jarek gryz , calisto zuzarte , parke godfrey",sigmod conference,2001,1790,exploratory mining and pruning optimizations of constrained associations rules,"raymond t. ng , laks v. s. lakshmanan , jiawei han , alex pang",international conference on management of data,1998
11456,0,1061,data management for pervasive computing,"mitch cherniack , stanley b. zdonik , michael j. franklin",vldb,2001,2250,data grid management systems,"arun jagatheesan , arcot rajasekar",international conference on management of data,2003
11457,1,898,sql standardization : the next steps,"andrew eisenberg , jim melton",sigmod record,2000,495,sql standardization : the next steps,"andrew eisenberg , jim melton",acm sigmod record,2000
11458,0,1398,guidelines for presentation and comparison of indexing techniques,"kotagiri ramamohanarao , alistair moffat , justin zobel",sigmod record,1996,418,the onion technique : indexing for linear optimization queries,"yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith",international conference on management of data,2000
11459,0,525,tigukat : a uniform behavioral objectbase management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",vldb j.,1995,1885,unisql 's next-generation object-relational database management system,"albert d'andrea , phil janus",acm sigmod record,1996
11460,0,2172,ofl : a functional execution model for object query languages,"georges gardarin , fernando machuca , philippe pucheral",sigmod conference,1995,1649,formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",acm transactions on database systems ( tods ),1994
11461,0,1387,ajax : an extensible data cleaning tool,"daniela florescu , helena galhardas , dennis shasha , eric simon",sigmod conference,2000,494,an extensible compressor for xml data,"hartmut liefke , dan suciu",acm sigmod record,2000
11462,0,372,database research at the university of oklahoma,"sirirut vanichayobon , leonard brown , ravi a. dirckze , sylvain guinepain , carlos sánchez , le gruenwald , brian summers",sigmod record,1999,1583,the database group at university of hagen,"gunter schlageter , thomas berkel , eberhard heuel , silke mittrach , andreas scherer , wolfgang wilkes",acm sigmod record,1995
11463,0,1459,a taxonomy for secure object-oriented databases,"sebastiaan h. von solms , martin s. olivier",acm trans . database syst .,1994,1761,repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998
11464,0,778,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",sigmod record,1997,1752,management of semistructured data,dan suciu,acm sigmod record,1997
11465,1,2315,deeds towards a distributed and active real-time database system,"joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson",sigmod record,1996,379,deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",acm sigmod record,1996
11466,0,1480,distributed query evaluation on semistructured data,dan suciu,acm trans . database syst .,2002,1276,unql : a query language and algebra for semistructured data based on structural recursion,"peter buneman , mary fernandez , dan suciu",the vldb journal -- the international journal on very large data bases,2000
11467,0,674,query processing in tertiary memory databases,sunita sarawagi,vldb,1995,110,distance browsing in spatial databases,"g &#237; sli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),1999
